	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC102656050	825.652221186537	2.21170686487007	0.53353563718426	14.1798823468746	0.000166137334271373	0.000492188076705052
LOC102656066	243.689239322311	3.16789066081439	0.317922725180634	77.8661487663829	1.10264968328534e-18	1.89834986112202e-17
LOC102656068	146.909880703844	2.71965400466559	0.631643740634911	14.6974836332377	0.00012621481547456	0.000382026063066914
LOC102656070	1585.39376179054	3.17560037992426	0.385179011726497	50.5589897577945	1.15636293425896e-12	1.08176475758516e-11
LOC102656074	16535.7414332304	2.76162821338635	0.23856196812189	103.911614987928	2.11545668778581e-24	5.87670895328227e-23
LOC102656082	4.47452810852771	-5.5061947407957	1.70713318671624	10.8879435281328	0.00096792234651726	0.00247499350601159
LOC102656083	5.58479324124049	-5.82432307394624	1.61259034541635	13.3858369447267	0.000253531493494832	0.000724497850117006
LOC102656088	72.6526009120486	2.76324969092004	0.465934272304626	29.0848594491206	6.92762740209055e-08	3.52684619071236e-07
LOC102656149	7.92016292982483	-4.10940217386845	1.14347004212817	14.1216370908428	0.000171361296908595	0.000506147336635895
LOC102656150	156.323715982752	-10.6319391244832	1.0658175347883	138.966710222035	4.47894899960133e-32	2.21372054305296e-30
LOC102656160	23.692850123845	-5.40336589670457	1.21509213884996	19.0247002546889	1.29037261745816e-05	4.62429002667332e-05
LOC102656189	997.826135983416	5.71266413101221	0.471317288097366	85.7382447054714	2.05401671632371e-20	4.09491534269443e-19
LOC102656197	111.422506055123	-2.611968364259	0.800917876121731	10.7970456687744	0.00101662207651694	0.002588360393141
LOC102656212	614.041517659611	5.54674390303531	0.503071001659056	73.1016049118775	1.23144346246093e-17	1.96335784297198e-16
LOC102656214	156.763026836563	2.17186009392732	0.444030491476749	20.1857507582069	7.02744623709564e-06	2.64130441268785e-05
LOC102656218	226.631611526495	-2.68720355743195	0.842905459953659	10.3434346615105	0.00129936008116159	0.0032298845940358
LOC102656229	739.753976328571	4.45385674121808	0.538294768939925	44.5678179659091	2.45697250434914e-11	1.95601394943553e-10
LOC102656232	46.3108283413691	-5.84588227568406	0.723607158969111	76.4121249117175	2.30233329380704e-18	3.89590264352911e-17
LOC102656234	534.759687129992	-3.38351228288238	0.46009475700736	53.580542440651	2.4820552806166e-13	2.51212796405069e-12
LOC102656264	554.639109599591	-4.55875092572885	0.962021417972187	20.4215630677228	6.21258349062892e-06	2.35668901074001e-05
LOC102656270	239.681268965634	-5.68202222728595	0.541020984647981	99.4742327681397	1.98732233326575e-23	5.13586438283189e-22
LOC102656275	42.0715915021926	4.13993320911682	1.20715159926766	8.18344707013003	0.00422743521629677	0.00936080577482029
LOC102656276	268.774203049943	4.81834943098089	0.463287675789753	72.6197398600077	1.57198825200102e-17	2.47635121450679e-16
LOC102656294	910.339661765213	3.10454221833432	0.490423153816208	30.0583609562055	4.1923706110124e-08	2.19655036165323e-07
LOC102656300	385.841298877261	-4.60542924756149	0.588971175754913	56.6666231656406	5.1632527573789e-14	5.66572656873529e-13
LOC102656308	2020.83086740936	4.71814931826203	0.288120219037412	171.683470648934	3.17314594073759e-39	2.52616490933083e-37
LOC102656309	1440.099607526	4.10906892559413	0.512631904739022	43.0597886893516	5.30923167923817e-11	4.06048395739028e-10
LOC102656318	45.3070321851876	2.11630095070457	0.617136748982318	10.12050948216	0.00146628462067703	0.00360478096797325
LOC102656336	50.5930137360913	2.90021712848502	0.757236741545208	11.6047039871606	0.000657852156965455	0.00173178923344967
LOC102656337	1032.92870858667	-4.14058738913182	0.390924187352137	105.737211586736	8.41914394810838e-25	2.40439731058204e-23
LOC102656349	669.569300715482	5.11531146327624	0.518462329782759	59.8116514740357	1.04383559409683e-14	1.24567181259322e-13
LOC102656354	43857.1639692017	2.92183058910382	0.326229806682722	61.0390921985382	5.59526695155701e-15	6.84943824348496e-14
LOC102656356	495.182798979862	-11.1646837008304	0.91063682225221	423.358122972681	4.53438018672115e-94	3.84191555534902e-91
LOC102656398	216.879551353214	2.08918075753401	0.524858967836289	13.3681015126108	0.000255940304215597	0.000730501416892544
LOC102656404	644.920908410304	-6.14070048293266	0.674987295523488	69.1876107479663	8.95286791275239e-17	1.29510877050084e-15
LOC102656409	49.558879184885	2.41814517722002	0.646392414721728	11.6443904628516	0.000643964316197994	0.00170013459130661
LOC102656410	15.6106669764147	-2.95395197408562	0.698696677460576	19.3018484036576	1.11598262232455e-05	4.04577807641009e-05
LOC102656426	4629.37770055806	-8.68799005859386	0.477330619289883	232.267071450819	1.90960003629867e-52	3.02022341740998e-50
LOC102656430	255.734239337448	3.20616584974957	0.550710417443591	25.4261922728218	4.59635015593349e-07	2.07781652247268e-06
LOC102656431	527.639890130956	-7.89625322518552	0.864714832616533	64.811677660219	8.24093111169509e-16	1.09222262398801e-14
LOC102656444	44.5909098961521	-3.25519077977365	0.834112522464153	15.5877975201313	7.8761240465952e-05	0.000247422095976463
LOC102656448	6113.41030047787	4.04741055548573	0.240445751100475	191.270758762829	1.6786362447078e-43	1.63212976514131e-41
LOC102656449	43.0953506769181	-4.69048863792645	1.20909823859756	14.3002495707132	0.000155844215320215	0.000463546660513638
LOC102656452	13.7726509609594	4.06509721366574	1.11924532740218	10.5310423329629	0.00117385988073735	0.00294757110611905
LOC102656453	160.68187952375	-3.53512768019799	0.464654911264421	57.770191685781	2.94600393192736e-14	3.36661836613895e-13
LOC102656461	10.8816738243433	-6.785238887528	1.54210497509846	18.8799928898355	1.39205013934106e-05	4.95721967963484e-05
LOC102656465	1719.10739299714	4.85802187701805	0.465014897428395	67.7244795950081	1.88014676255498e-16	2.64872932273482e-15
LOC102656473	719.725626750971	3.00976361479594	0.265165770088722	99.499545788471	1.96208342598949e-23	5.09232686509856e-22
LOC102656479	19.962979724993	-3.16889642983924	0.69690884368793	21.7284107672215	3.14104817911292e-06	1.24155659782198e-05
LOC102656490	203.936612375799	2.04238661542009	0.395438343931694	22.7289932578275	1.86532109872687e-06	7.65355893223735e-06
LOC102656497	1752.31748569682	14.7510015226252	1.60451851082652	45.8073734836514	1.30471514670654e-11	1.06661137630827e-10
LOC102656498	1234.59614375903	2.75559048866519	0.379879295041026	41.0108606424608	1.51385633559157e-10	1.0949612105358e-09
LOC102656500	296.769773956296	2.3903836741302	0.399809612273952	29.3546855759979	6.02706112449555e-08	3.10704037630448e-07
LOC102656508	19.7549139720345	-5.36168544414325	1.07831045630992	25.8836133233037	3.62634542480188e-07	1.66598409872192e-06
LOC102656523	2498.08917127839	4.34599848412916	0.500111378404487	49.1793796162988	2.33593384691162e-12	2.10393677236642e-11
LOC102656527	50.1248974350835	-3.81872393588355	0.54493459564049	49.8097083517927	1.6940366500804e-12	1.55893427022915e-11
LOC102656530	211.224149840457	-2.82451079201759	0.421769210599727	45.5106633797169	1.51810091379579e-11	1.23113704076966e-10
LOC102656534	741.157914898303	2.11323567551571	0.514468364603165	14.0757722639974	0.000175591063528257	0.000517352507593688
LOC102656539	3411.36575265092	-4.28699757329086	0.509239180454458	65.8232862844357	4.93220358084905e-16	6.70169517480314e-15
LOC102656548	782.537015821688	2.94244689920086	0.442555097757634	33.7896580273118	6.14044265362758e-09	3.60583815630348e-08
LOC102656553	1111.15208713131	4.27407945951715	0.24684807650748	206.048173380745	1.00018554323811e-46	1.15186416639714e-44
LOC102656556	58.397421427628	4.28342183694007	0.770716508502157	22.33661932202	2.28801698415161e-06	9.2471746051129e-06
LOC102656562	602.355081834866	-8.16537398593042	0.715265098511305	103.597395394002	2.47902883933649e-24	6.82721581930515e-23
LOC102656563	96.925615331902	5.86182961657737	0.674465914286268	55.1293370070355	1.12853842647092e-13	1.19066959364469e-12
LOC102656567	84.7086881604096	-2.46650303326624	0.554098581037594	20.12824069229	7.24194341323338e-06	2.7150421228753e-05
LOC102656568	41.7079420187804	4.55481389583895	0.555736299818579	62.8820156729523	2.19467042842064e-15	2.77835438867937e-14
LOC102656570	3317.62432201138	-8.31484132390653	0.899300251715624	58.7601725119201	1.78110313215317e-14	2.06928945676797e-13
LOC102656582	60.479730413035	-3.01511749650695	0.734122723308684	16.6193441668899	4.56827075353097e-05	0.000148747811359825
LOC102656586	380.78182687134	3.34672283509435	0.695764053462561	16.9039208993355	3.93202784807631e-05	0.000129632335558313
LOC102656608	406.543843767203	4.74796402492972	0.621204398785352	37.1379927257421	1.10058354457714e-09	7.1495739352541e-09
LOC102656611	14.0142808734938	-6.55484519408935	1.27474893750131	29.0523060140731	7.04501914794734e-08	3.58507152007513e-07
LOC102656614	62.7492868472352	2.27130435372106	0.604392202726814	11.906036268413	0.000559523329014269	0.0014988856659366
LOC102656618	8668.43619880993	5.55069260807211	0.424727927289065	97.5731864957009	5.19020223206117e-23	1.29340711925861e-21
LOC102656621	1587.46363863721	3.28579682361129	0.516194862213312	29.6804569596581	5.09458504658617e-08	2.64588300449235e-07
LOC102656628	32.619637014349	3.67275393248182	1.03143641229076	9.42634364655878	0.00213890322035945	0.00506190247810191
LOC102656636	1556.30111360001	5.63110143891893	0.552709791904797	59.6388991127218	1.13960259060995e-14	1.35450560418991e-13
LOC102656637	15.92579172788	-4.81232582818991	1.11980457093821	17.3224254474768	3.15442230691844e-05	0.000105372451153665
LOC102656639	279.531187924737	2.93365540567308	0.488057818221149	27.9178822488199	1.26574565423744e-07	6.21966650810462e-07
LOC102656640	4.90746071181699	-5.01193668474268	1.58910714157593	10.3108698716115	0.0013224893176176	0.0032839372588612
LOC102656644	441.313139470703	3.65728173023693	0.41870476026394	54.8926631195903	1.27295318911894e-13	1.32920516983529e-12
LOC102656656	1519.10519637821	5.43319803086168	0.563773416213077	54.2660899661219	1.75097521207871e-13	1.80139357898332e-12
LOC102656658	37.1523951798984	3.87886499354041	0.846041161322495	15.8595309305405	6.82220697289286e-05	0.000216492828016199
LOC102656661	296.088533390345	-2.24753206136625	0.665056863075357	11.8075747014913	0.000589902264668368	0.00157232395208465
LOC102656664	235.481874021766	3.22604855036733	0.339617725456601	69.9758988727914	6.00334934872042e-17	8.92448343531923e-16
LOC102656682	58.7843268701571	3.7587862376994	0.507193076507472	44.5610697217423	2.46545572569078e-11	1.96013644893727e-10
LOC102656697	35.9999348585349	-4.04894050019069	1.21866586438584	10.4849966475845	0.00120347836368295	0.00301683439349263
LOC102656712	59.863371043085	-6.05842809772682	0.896734849807735	43.5289693597034	4.1772942667589e-11	3.21969230619195e-10
LOC102656717	4267.4259372557	5.62686384436059	0.934336674429897	20.4868948602159	6.00409358472749e-06	2.28417440994347e-05
LOC102656723	159.360812511913	3.78618816100455	0.534118104910329	36.3603663198198	1.64004580980917e-09	1.04088942728498e-08
LOC102656724	713.882898249742	-3.32386122284989	0.839050352462866	15.5113188986777	8.2012694493841e-05	0.000256887927669908
LOC102656729	27.4621517226199	-5.22725749462229	1.00830211694097	26.7357157911668	2.33269740036472e-07	1.10637571224016e-06
LOC102656747	15.9808331545084	3.49695183273941	1.05351177263993	8.67838871624294	0.00322005550173928	0.00733074958771178
LOC102656753	550.126714602997	-2.2202032998326	0.651434365768563	11.9879052920112	0.000535469453020475	0.00143899833523536
LOC102656773	233.257809061926	5.78467357369341	0.845364572445711	27.6787655474241	1.43226303652981e-07	6.9886894855272e-07
LOC102656786	1012.55684728886	2.77534635127719	0.523198915209704	21.8537410701992	2.94242367153239e-06	1.17084970116462e-05
LOC102656808	246.585141561803	2.99606029536546	0.613358003464802	18.2402611269351	1.94718987523784e-05	6.75367435674598e-05
LOC102656814	885.840145522585	2.82034954832298	0.364185320840683	46.569659373551	8.84187202276977e-12	7.38087867235011e-11
LOC102656838	22.3388912170916	-3.28090105827595	0.981250227916927	11.0664698752002	0.000879028776895449	0.00226330352757409
LOC102656846	2390.59199617369	-5.46626795300688	0.392578476239008	166.988976434848	3.36385876147298e-38	2.5578264505508e-36
LOC102656849	130.753024631532	-6.21514575432362	0.953177032767257	35.5540564367115	2.48069919504252e-09	1.5294206783573e-08
LOC102656855	145.704460263306	6.74034435954122	0.806740843829384	44.7019369549249	2.29430237435357e-11	1.83142764230027e-10
LOC102656856	260.64878344084	-3.66917643553528	0.814869044955041	19.4704861096054	1.02166149434888e-05	3.73120340085173e-05
LOC102656862	47.3272201497734	-3.49535178552471	0.851562606743399	16.5360871193735	4.77329206104613e-05	0.000154870870974095
LOC102656864	218.034923391482	-2.27673308331528	0.705297657387588	10.7866148917919	0.00102236672684064	0.0026024279214128
LOC102656871	405.818528901202	-6.78807948458379	0.832810820327651	54.1792899929355	1.83005526964861e-13	1.87138927660102e-12
LOC102656875	179.600705245698	2.32541810332841	0.458951445267989	21.2290031849321	4.07550487326307e-06	1.58711880520836e-05
LOC102656896	25.769184246522	3.28608911289044	0.53557904775942	34.8653603040514	3.53311143152083e-09	2.13825345921939e-08
LOC102656919	3475.46759817247	4.5439656165291	0.429169933267568	71.4679924317026	2.817924343103e-17	4.34671242625329e-16
LOC107963961	156.906663788621	-4.16861840756854	0.666937219981267	37.7802580314487	7.91790168535059e-10	5.22660822435329e-09
LOC107963964	523.395041748827	3.45147572210988	0.765339326589574	14.6526966875427	0.000129249588542722	0.000390126656446461
LOC107963974	474.765346648459	-2.84236417147343	0.776754318671218	13.5208573921613	0.000235926603671205	0.000677781877633285
LOC107963976	1707.93422100737	-2.15462296808492	0.602362635361542	13.2435206897744	0.00027352368446363	0.000776019599403869
LOC107963979	25.4228217420334	-6.36703897525293	1.22771373880209	27.7521627600018	1.37893959068311e-07	6.7479296306448e-07
LOC107963981	71.1670921468853	-4.23719571015634	0.786145019422119	28.2682677275642	1.05613194114356e-07	5.24836073977583e-07
LOC107963986	3637.81925098115	-2.58829589663595	0.163644902252047	255.662474502218	1.51364214290207e-57	2.99247051651739e-55
LOC107963988	718.83621817625	2.24245895357859	0.370718818977174	30.2309163133698	3.83546577245626e-08	2.01936506848097e-07
LOC107963998	835.648983148914	-2.35523372777613	0.511619660916905	21.8258818841021	2.98545681755956e-06	1.18598421868357e-05
LOC107964001	84.8528110654344	-3.47659300701557	0.794778397421438	19.1006214189676	1.24004504468107e-05	4.45739827878995e-05
LOC107964006	827.30435103392	-2.92123259558017	0.518744249996146	32.0233745103424	1.52328619525708e-08	8.47524430025304e-08
LOC107964008	144.116030711631	-2.56278895929745	0.510928276914866	26.0366496255076	3.349972980565e-07	1.54800855066077e-06
LOC107964018	295.838986127646	-2.47558281032763	0.79578038873578	9.92089089544515	0.00163413264012142	0.00397743173438605
LOC107964024	27.7380060561061	2.7493737518839	0.816373488739668	9.35471207396527	0.00222412905803493	0.00523464660444649
LOC107964030	249.091724725553	2.69412446482179	0.401802203504121	35.9209281157041	2.05489632918412e-09	1.28290422404116e-08
LOC107964038	11.3968411216758	-3.40755721904209	1.07817445645356	10.1443912501001	0.0014474095398072	0.00356133000647024
LOC107964045	548.998956073441	-5.29066483546384	0.617352109848455	63.9666249447279	1.26544922042335e-15	1.65134858665145e-14
LOC107964046	966.170801832189	2.60548235272019	0.344680281971918	45.4026571496649	1.60416598283767e-11	1.29799569498093e-10
LOC107964054	5.10220973438928	6.3038376936879	1.63354255094156	13.1887991277246	0.000281627304665707	0.000796154215430079
LOC107964061	1534.84251999505	2.00470835923578	0.349872560442405	27.7084628102429	1.41044332261331e-07	6.8907243380721e-07
LOC107964063	202.911709970413	2.87321007180762	0.57755578498838	19.2313270003472	1.15797469035065e-05	4.18777310272543e-05
LOC107964068	23.4546099075665	3.85891398358435	0.873303664850715	15.7061248009806	7.39842132712953e-05	0.00023315641281193
LOC107964096	178.510679070559	2.58053193167208	0.438476033811166	28.1540646317462	1.12032143171382e-07	5.54874856909787e-07
LOC107964104	25167.6145913852	2.03509631319536	0.443686997553164	17.6496679148844	2.65561638318047e-05	8.99512322595281e-05
LOC107964132	14.1418982981394	-4.28411836355678	0.955491610634629	21.6789556362782	3.22307803148653e-06	1.27059327382829e-05
LOC107964138	900.40167593962	2.59253891475463	0.510102850612999	20.4667753869785	6.06754028316876e-06	2.30535435102331e-05
LOC107964140	154.401819571029	2.86166651530153	0.623347261184098	16.4072816886188	5.10885918597542e-05	0.000164856604091514
LOC107964175	182.825965276734	-2.86698590075847	0.585728523922255	23.9097589688956	1.00958672619644e-06	4.31734760197702e-06
LOC107964187	692.111464838366	-6.28526775472922	0.431467260480332	182.915022935691	1.11938665808221e-41	9.83567743568233e-40
LOC107964193	122.403704007154	3.34008145564788	0.620194180224296	21.7474573198818	3.11001782617427e-06	1.23052139606668e-05
LOC107964204	3398.49322280314	2.02820035914151	0.323625943249994	33.0239323565977	9.1031401437017e-09	5.2341952682787e-08
LOC107964212	346.581374420569	2.82670162672392	0.506296467048183	24.2085595301521	8.64472268004903e-07	3.75342973758205e-06
LOC107964221	616.560999340419	2.209923340659	0.308171451748114	42.8065584085993	6.04292246748253e-11	4.58906186359013e-10
LOC107964225	37.765262158573	2.67678580108189	0.571771001567993	18.6059509628905	1.6071806660964e-05	5.65876433993336e-05
LOC107964236	353.934129987654	-3.85705021855593	0.793704794517506	22.4679061201528	2.13684161502182e-06	8.68650282295712e-06
LOC107964237	301.943101934057	3.07827538752255	0.387834922558641	48.522999175781	3.26437962619175e-12	2.88325175918738e-11
LOC107964258	283.390319267468	2.8837033933047	0.551387341563441	21.1655178369094	4.21276270725297e-06	1.6368095798064e-05
LOC107964260	489.237303875297	2.16514421197905	0.34654004860293	32.6219833178721	1.1194143161562e-08	6.36247849460701e-08
LOC107964264	82.2212191468563	-3.20898214684302	0.668413368248325	23.3422113603151	1.35591436800304e-06	5.69340043654942e-06
LOC107964268	216.812116941436	-4.10037138315629	0.461297420156058	77.0184935940294	1.69364590850404e-18	2.88235692491748e-17
LOC107964272	7.78713958763716	6.9649177800246	1.98166657753542	8.99940304726507	0.00270067807751832	0.00622894095965823
LOC107964275	92.7373300186761	-2.09582437158415	0.547114143870576	15.2116284653735	9.61097743852756e-05	0.000297586568456836
LOC107964284	24425.9708940225	-11.0608527330573	0.582043742216197	210.863599926447	8.90132337604327e-48	1.111447346175e-45
LOC107964288	92.6115605884259	2.5625393045221	0.672775380628429	11.7052218879183	0.000623249492385422	0.00165058840783118
LOC107964289	703.834225652584	2.4072784218271	0.335755381539947	41.8134022160654	1.00412773642126e-10	7.45366909225843e-10
LOC107964305	78.8491576289698	2.08715128037405	0.432263389579862	20.2101987448575	6.93820455356996e-06	2.61107177710809e-05
LOC107964317	144.470834366918	2.32834625415993	0.503081203403329	17.7548143028197	2.51280802509923e-05	8.55046723859068e-05
LOC107964319	2548.18442081748	3.89704661506481	0.54886872818069	34.450731585014	4.37178432071009e-09	2.60986943192064e-08
LOC107964334	206.612563929525	-6.05180058597518	0.795398150824916	50.5294965868117	1.17387175232489e-12	1.09727870181858e-11
LOC107964335	10.601550177464	2.89357065280052	0.807914872650969	11.5659481012716	0.00067170631501774	0.00176630022361792
LOC107964341	5007.51089261077	3.37685029114033	0.471040036410502	37.1939153737668	1.06946955432861e-09	6.95125909777861e-09
LOC107964357	726.804138299617	-7.52499533029137	0.524969113312709	170.926560337603	4.64300990100668e-39	3.67169222971608e-37
LOC107964398	132.506514941431	2.22554938402863	0.366313804197673	31.494891301286	1.99965669376728e-08	1.09560866981374e-07
LOC107964413	1146.5480347374	2.16567126368396	0.458451259824424	18.4994138336848	1.69956561736141e-05	5.95751990341049e-05
LOC107964423	16.8892202524904	4.31454349726039	1.04610623830991	13.5948766682046	0.000226803667396187	0.000652679549406495
LOC107964458	23.734342985109	-2.30722950317497	0.760620571376801	9.77810118639471	0.00176602598836539	0.00427435222893088
LOC107964461	730.672263639685	-2.15480197873312	0.430817835806294	25.9315851793205	3.53733711259294e-07	1.62698304883976e-06
LOC107964465	39.4185288600919	2.95621691528006	0.747403953839667	12.4584177536373	0.000416112280292014	0.00113835882583576
LOC107964467	129.823823710015	5.68696434242655	0.920801755516642	23.4006563282337	1.31533652146994e-06	5.53673591826699e-06
LOC107964473	572.420136279013	2.47716492761983	0.474408644963823	21.94245120952	2.80949824470288e-06	1.12171888854479e-05
LOC107964488	404.605205474889	2.99372979242402	0.51898507572903	25.372784381629	4.72537940812591e-07	2.13208256139938e-06
LOC107964493	138.353498652985	-3.50215838667369	0.831500326536437	17.584357540436	2.74839802884488e-05	9.2855304523378e-05
LOC107964502	144.743651320643	-3.67075325140007	0.757890837445077	22.8482746881951	1.75306623930658e-06	7.22797070929948e-06
LOC107964516	8.52356356540549	-6.85472071826284	1.75832435666283	14.4358954218286	0.00014501178120639	0.000433987525196724
LOC107964543	10.0977376464527	-6.09036719810898	1.41472680948273	19.5811549468203	9.64155352995308e-06	3.53642881794383e-05
LOC107964569	41.8339848593475	-3.72745153027349	0.568374343170817	44.4367050855718	2.6271501280982e-11	2.07616621049306e-10
LOC107964589	7155.5385908678	2.31245687947314	0.734913952687509	8.06171513911195	0.00452103657622741	0.00992753348152714
LOC107964594	261.939953582247	2.50975337908877	0.479580515036044	22.1564288836534	2.51312987460121e-06	1.00916542222476e-05
LOC107964600	9.58066133781494	-6.00061402641063	1.25840209176024	25.5885187246252	4.22546122975092e-07	1.92039927614197e-06
LOC107964601	84.0319332788294	4.86504543737919	0.943967073588808	17.5051941229153	2.86523838763339e-05	9.63621033946346e-05
LOC107964618	116.57552279505	-2.14273083355114	0.332312061165747	43.2547885120334	4.80560200079017e-11	3.68719605002413e-10
LOC107964622	49.2874832271053	2.22944354184111	0.511005042550632	16.4513035143018	4.99158483023188e-05	0.000161511672821087
LOC107964632	21.8498148445513	-4.44105510862039	1.11767889194263	15.4633042118496	8.41226878194919e-05	0.000263010891648607
LOC107964635	55.0749186996033	-5.94325806591709	1.18379050846358	22.7208519540037	1.87324061955046e-06	7.67646959691007e-06
LOC107964640	14.9426944895288	-4.23498315585065	0.921901917610212	22.5059268832427	2.09496214033815e-06	8.52502261018564e-06
LOC107964645	20.2623715423933	-6.47418510134355	1.24380529433493	29.2660703966584	6.3090797801622e-08	3.24256084715269e-07
LOC107964649	31.2948024063565	2.40313506290803	0.524004472520046	18.5562535069624	1.64963146574133e-05	5.79962313177939e-05
LOC107964659	135.627675907946	-5.42842582857246	0.781898912530477	42.8551893382296	5.8945513743032e-11	4.48787987175767e-10
LOC107964668	18.4107791347807	-4.75322625201427	1.42896807248996	10.731222871684	0.00105342806937005	0.00267293790071111
LOC107964672	30.825108847242	-2.16749582193328	0.660708256183109	11.1530843345448	0.000838920757310628	0.00216756219194482
LOC107964673	140.399424008245	3.68785476085965	0.767522792366663	16.5199258016056	4.81414910432439e-05	0.000156068424912533
LOC107964676	39.2697247483328	-5.1305196623543	1.16856127292758	18.2391227993807	1.94835392028013e-05	6.75493167851007e-05
LOC107964711	27.3098746679273	2.70248837254225	0.640611621697853	15.1670112247283	9.84076950057259e-05	0.000304225196288225
LOC107964720	33.7478045211164	3.88536547470446	1.04953086054834	10.0580205305245	0.00151686116678334	0.00371526061540037
LOC107964724	249.537628030629	3.68979060908179	0.768259187584821	16.2875266725548	5.44210078236176e-05	0.00017475419458683
LOC107964730	135.292879799819	3.74235537699768	0.543672882919743	34.6308795862378	3.98533875879461e-09	2.39726614385505e-08
LOC107964757	123.685867510124	2.04614755546242	0.405227455374832	21.9159397081108	2.84857983606581e-06	1.13617531995335e-05
LOC107964760	14.7148021573192	-2.72840317806801	0.859335253338178	10.2708070716715	0.00135151668703654	0.00334830637878602
LOC107964762	4250.18887910359	2.97142635932394	0.417951547606609	38.2988672201581	6.06978700891585e-10	4.07699963192298e-09
LOC107964765	92.259737272277	4.16576545712258	0.689419728813047	26.1104675046848	3.2243130482738e-07	1.49459950678483e-06
LOC107964778	20.0903086858383	2.21498728680038	0.49952779514238	18.445514763249	1.74831834826938e-05	6.11035717359205e-05
LOC107964799	9.4420440622055	7.11862856642446	1.92060490429649	10.017792823171	0.00155035146607645	0.00379102640498843
LOC107964805	1241.06693773542	6.59112269805695	0.607325026119587	62.7650784249386	2.32891776416404e-15	2.94516231540659e-14
LOC107964820	674.523007267643	-3.1525024044092	0.669660071191948	22.138616496505	2.53655585317416e-06	1.01822759831986e-05
LOC107964838	567.104106941137	3.1584164468004	0.558862478831792	23.8631260616997	1.03434169851157e-06	4.41343929055547e-06
LOC107964839	1665.37330685711	-2.34342184787926	0.547511413903813	18.8525697383567	1.41220719674157e-05	5.02146335963684e-05
LOC107964843	5156.65021489124	7.1313606831246	0.430344526137628	136.054939675948	1.94085332282458e-31	9.0997636819546e-30
LOC107964845	531.446909588457	2.7740954784394	0.606961916626649	16.2477297336482	5.55761492553163e-05	0.000178125988237385
LOC107964850	424.693979648667	-2.81419505149533	0.980835176257146	8.33825524718507	0.00388188596816725	0.00867827579238597
LOC107964859	534.691647615954	3.37102331851855	0.459642919161687	39.441993113427	3.37950611986086e-10	2.34705512844201e-09
LOC107964872	134.594792261432	4.64946147614221	0.466679146474024	73.0296558929267	1.2771630598067e-17	2.03351788126537e-16
LOC107964885	107.616710885681	2.41234066089261	0.592106552276609	13.6344031670103	0.000222078447120174	0.000640168782439734
LOC107964909	115.253729143332	-3.20012065061733	0.815497934884163	15.0665597145421	0.000103785695532332	0.000319518795848564
LOC107964911	4159.01456967756	5.28610036395794	0.638088613034707	40.2680896213308	2.21395810547551e-10	1.56507574774437e-09
LOC107964934	798.011823505058	4.55486540324987	0.477425066735325	58.8524693537544	1.6994835359517e-14	1.98222946936667e-13
LOC107964981	88.46589754883	2.64356110550646	0.673290593045197	12.342470685126	0.000442768636286471	0.00120544952583212
LOC107964982	177.982967635938	-2.23258710324205	0.669885623050334	11.5517022807322	0.000676872557492488	0.00177909644958473
LOC107964984	760.785364760824	-3.54659850340779	0.612817998155801	32.7254127174106	1.0614042928754e-08	6.04725154759269e-08
LOC107964990	2403.57909702506	4.15565145249939	0.322198842811365	111.437480597157	4.7453642626769e-26	1.4930904743733e-24
LOC107965000	199.959861632793	2.81040221217532	0.510397211356862	23.8850392977475	1.02263419174189e-06	4.36819833721365e-06
LOC107965011	47.8002411198561	-2.19693950927791	0.736369899109894	9.17237211924737	0.00245695903176099	0.00572470006575307
LOC107965036	8106.87881091647	4.0039485006222	0.256207848412987	165.18788515584	8.32275328040756e-38	6.28818467593595e-36
LOC107965039	1365.68236409275	2.70722104585449	0.330529722718381	52.6211135480763	4.0451702315986e-13	3.972169642982e-12
LOC107965043	741.084042248429	2.5892980977611	0.540729019128851	18.1878211057223	2.00154680420677e-05	6.91994992465772e-05
LOC107965056	3746.91216787837	3.13206309165799	0.420911567843503	41.221876138246	1.35893092356078e-10	9.92588584684606e-10
LOC107965070	324.42584971501	-3.74933264548759	0.755311629069193	23.9096617961731	1.0096376873954e-06	4.31734760197702e-06
LOC107965072	532.725124707017	5.13112996704708	0.610001104099346	43.3154680969533	4.65885995135961e-11	3.57691888304386e-10
LOC107965076	560.751166833376	2.67817110491211	0.467562685651061	25.8408409054843	3.70759827356809e-07	1.70067790878054e-06
LOC107965080	693.304596039107	3.83631595156437	0.451951936860148	50.2393124791483	1.3609389482292e-12	1.26417054063389e-11
LOC107965086	234.055131156594	2.16415259419163	0.354367385802601	31.5044074554236	1.98988078460763e-08	1.09075627851274e-07
LOC107965091	348.594028187585	2.50519804463273	0.298036477831628	57.913659584189	2.73878697931524e-14	3.14496526124272e-13
LOC107965105	33.9339288714827	-8.42880774516128	1.12370129251768	69.2210279597562	8.80245266354967e-17	1.27646324566047e-15
LOC107965117	704.106410978922	2.09239480305132	0.565602816203041	11.4390810352455	0.000719153492812144	0.00187815912191494
LOC107965121	36.4549882654359	3.78984435547494	0.473559547261204	62.1720115385775	3.1472939260822e-15	3.95060323292985e-14
LOC107965125	96.6914422596887	-2.46751510812504	0.847696954739584	8.77134768170281	0.00305999268816092	0.00698434351875406
LOC107965147	55794.4685233447	8.64557734887658	0.566017891475493	99.0617469903682	2.44750418716024e-23	6.25696005777904e-22
