	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC411121	3975.80682650116	-0.315246819747693	0.095022695427711	10.9078968622783	0.000957551777065496	0.00230910584051871
LOC411122	14573.7470650646	-0.89799003651474	0.115175843395784	58.5469105529108	1.98501126533804e-14	2.45488906539351e-13
LOC411124	7286.32025208057	-0.788363767576784	0.225034867858544	11.8924507666814	0.000563619133011397	0.00142806641030123
LOC411125	2264.67730568701	0.564377754666942	0.123891964721988	20.925981641437	4.77375705048313e-06	1.71956160090142e-05
LOC411126	3614.28432990226	-0.581114722635583	0.0803590778199561	51.3019340414543	7.91975727583803e-13	7.9416645521568e-12
LOC411133	373.831346890533	-2.52695841112724	0.209932228628216	128.520027087777	8.63713110810401e-30	4.69892372209903e-28
LOC411140	6373.75696748586	-1.48141047612027	0.362351092195886	15.4806478528239	8.33542971283684e-05	0.000242812869563482
LOC411141	5740.20235412571	-0.446350689414997	0.0899602997983297	24.2661135850741	8.3902219205589e-07	3.42948471306654e-06
LOC411144	1354.59413854596	0.796572830253217	0.121717967308776	43.1204137144809	5.14723948889852e-11	3.93704364338984e-10
LOC411145	1336.87159884062	-0.53299253925241	0.177774654515597	8.83218134394743	0.00295964405298315	0.00646613033295037
LOC411147	7105.18923658712	-0.876760761119165	0.0982576980607738	76.8560499803369	1.83884053878982e-18	3.47609855848229e-17
LOC411148	1987.65301554457	-1.34213981110543	0.166170151564421	61.230473653074	5.07695941054349e-15	6.71595954901576e-14
LOC411154	33662.2309040465	-0.40553281591653	0.0590063283011899	46.6073885015444	8.67326150961883e-12	7.50984980426768e-11
LOC411155	27399.5513459597	-1.25824916201076	0.137668788450024	78.6141709869212	7.55058305109255e-19	1.48047641956109e-17
LOC411156	751.2643012549	0.903422486595804	0.18172727532218	24.9091108712825	6.00977324369198e-07	2.51867097099105e-06
LOC411159	1345.02122150158	0.590292097056332	0.226226712832302	6.86498294737372	0.00879010868999589	0.0172468302573099
LOC411163	2439.31406367203	-0.452298203198395	0.0956013217614757	22.0728733342377	2.62493056344443e-06	9.90159354465951e-06
LOC411172	1977.44218444928	-0.707323357616792	0.0905772029414639	59.5516519094045	1.19126107188159e-14	1.52365709723662e-13
LOC411173	1647.60159286508	-0.752441919602685	0.0991362000643346	56.109234571067	6.8554367986319e-14	7.93614401823641e-13
LOC411175	4088.27417397347	-0.796619232367225	0.106156723870717	54.6425608866558	1.44570533259571e-13	1.60467752817233e-12
LOC411176	4962.15751109265	-0.784383995748406	0.184059371260483	17.6005521728273	2.72509210963817e-05	8.66585273504038e-05
LOC411177	5814.95742222999	0.563199025488617	0.11889697495833	22.6225513038073	1.97156806721431e-06	7.58013628496333e-06
LOC411181	8974.5249966698	-1.48104483013939	0.204835803368514	48.4319711611683	3.41947613493015e-12	3.152338062973e-11
LOC411183	30084.6019282757	0.320441331253283	0.142105158673598	5.11613463149257	0.0237043607543783	0.0420652576449825
LOC411185	715.661252837389	-0.403602635857029	0.161893235015936	6.15206290207432	0.0131258909487488	0.0248290604495757
LOC411188	3876.19092222238	4.89815618441371	0.89052852344262	23.756749934028	1.09311343579274e-06	4.36943721764961e-06
LOC411191	627.464303153634	0.456122755029431	0.18702412852605	5.98337349576146	0.014441353694395	0.0270262284577921
LOC411192	990.946598114908	0.80043439991643	0.201257441573353	15.9434219548976	6.52641844838451e-05	0.000194067582704336
LOC411195	1150.62622359408	-0.3519956395286	0.108623667112708	10.3967654224633	0.00126236248839186	0.00297080757828694
LOC411196	2074.75841119698	-0.686563578494532	0.251883188109217	7.23572938304258	0.00714667703285512	0.014300758669785
LOC411197	354.615543473652	-0.928372706332767	0.226360096230299	16.2361754987999	5.59161169292374e-05	0.000168387724266113
LOC411199	7882.63350117414	-2.35357700306628	0.297281412701256	53.970966034113	2.03474187877162e-13	2.2181174874135e-12
