ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
3110	19,67,60,90	0,0,0,0	139,230,113,214,124	0,0,2,0,8	298	149
3111	166,414,469,578	2,25,14,12	436,564,459,564,392	24,41,39,57,58	183	149
3112	96,196,305,213	0,28,7,28	79,133,114,188,125	2,1,3,5,9	298	149
3113	133,310,298,287	2,13,20,11	154,216,255,331,210	0,0,12,8,2	298	149
3114	436,808,1113,766	0,0,7,0	477,601,445,637,539	1,0,0,0,0	298	149
3115	5,94,125,61	0,0,4,0	49,53,41,95,36	0,0,0,0,0	298	149
3116	985,2066,2773,1740	0,0,7,0	1731,2292,2238,2558,2359	1,0,0,0,0	286	149
3117	538,1345,1777,1002	0,0,4,0	1294,1699,1821,2000,1832	0,0,0,0,0	286	149
3118	324,772,936,784	0,0,4,0	202,342,181,272,213	0,0,0,0,0	298	149
3119	773,1500,1941,1527	0,0,4,0	652,943,610,846,748	0,0,0,0,0	298	149
3120	446,1217,829,802	2,12,9,34	595,523,466,600,535	2,0,1,0,0	282	149
3121	874,2458,1827,1665	0,0,0,0	639,744,520,800,609	0,2,0,3,8	298	149
3122	112,294,355,236	0,0,0,0	205,290,182,294,175	0,2,0,0,0	273	149
3123	78,238,218,157	72,207,103,219	251,336,372,370,280	125,156,129,182,206	230	149
3124	100,258,247,195	0,0,30,20	340,431,443,459,338	46,42,11,62,24	230	149
3125	500,1149,1216,967	0,0,0,0	1301,1758,1328,1810,1364	0,0,0,2,0	298	149
3126	851,1790,1849,1489	0,0,0,1	1732,2128,1962,2189,2167	4,8,0,0,7	298	149
3127	148,241,366,262	0,0,8,8	254,274,202,310,217	0,2,1,0,0	298	149
3128	148,241,366,262	10,21,39,24	305,305,218,360,277	36,46,20,58,28	298	149
3129	148,241,366,262	0,0,12,0	260,274,198,310,217	0,0,0,0,0	298	149
3130	187,517,619,681	0,0,0,0	261,428,268,332,361	2,0,4,0,0	298	149
