ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
21076	42,362,221,189	0,0,0,0	199,308,399,555,359	0,0,0,2,0	572	149
21077	1031,6636,7084,7485	0,1,6,0	6329,1797,6046,3228,2547	0,6,2,4,0	533	149
21078	756,4969,5105,5832	0,2,2,0	4920,1324,4628,2407,1947	0,16,0,0,0	533	149
21079	756,4965,5102,5832	0,0,0,0	4919,1324,4616,2408,1947	2,4,0,0,2	533	149
21080	1073,5750,6136,6076	0,0,0,0	4694,1603,5050,2440,1864	12,26,7,4,0	426	149
21081	580,3441,2879,2731	0,4,3,0	2351,825,2255,1357,955	3,0,15,0,0	384	149
21082	373,2424,1617,1585	0,0,0,0	1299,528,1375,899,513	2,0,3,1,0	384	149
21083	77,531,598,327	0,0,0,0	313,150,632,272,205	2,4,0,0,2	358	149
21084	269,1604,1765,1627	0,0,2,0	1116,401,1489,547,496	3,0,0,0,0	358	149
21085	77,533,599,327	0,0,0,0	316,134,647,272,205	2,0,3,1,0	358	149
21086	75,533,599,327	0,0,0,0	261,104,572,249,176	6,2,0,0,0	358	149
21087	284,1546,1858,1473	0,0,0,0	1371,431,1512,731,649	6,0,0,1,2	358	149
21088	250,998,1243,1303	0,0,0,0	774,214,875,336,275	2,0,3,1,0	228	149
21089	0,0,4,0	0,0,0,0	4,1,3,2,0	6,2,0,0,0	228	149
21090	441,2055,2391,2598	2,0,0,0	1638,512,1794,656,590	71,32,90,49,29	228	149
21091	51,310,314,432	0,0,0,0	397,120,300,122,133	16,2,15,24,0	228	149
21092	432,2089,2389,2274	0,0,0,0	1365,554,1611,745,758	6,2,0,0,0	325	149
21093	434,2089,2389,2274	0,0,0,0	1434,586,1698,793,787	16,2,15,24,0	325	149
21094	828,3899,4560,4507	0,6,4,0	2643,979,3142,1306,1234	5,2,19,2,0	325	149
21095	632,1163,813,1510	6,6,4,5	722,1472,1363,1536,1152	2,5,7,8,0	489	149
21096	366,893,1015,934	0,0,0,0	661,1098,1192,1318,1069	0,0,0,0,2	247	149
21097	673,1372,1305,1445	0,0,0,0	396,752,570,764,524	0,0,0,0,2	297	149
21098	100,202,88,0	0,0,0,0	218,467,333,8,292	0,0,0,6,0	221	149
21099	348,671,457,1461	3,8,20,0	1200,1561,1436,776,1771	4,0,8,0,11	339	149
21100	109,310,103,512	0,0,4,0	328,411,386,313,466	0,1,0,0,4	332	149
21101	68,180,135,299	0,0,4,0	355,479,428,355,634	0,1,0,0,4	368	149
21102	0,7,4,11	19,32,36,97	10,2,10,96,11	96,143,154,215,90	288	149
21103	67,190,135,492	0,0,0,0	456,542,539,605,484	0,0,0,5,0	342	149
21104	221,471,468,1248	4,1,0,4	1428,1883,1709,2278,2210	126,93,84,75,82	1292	149
21105	142,199,84,205	25,25,21,24	265,260,185,207,131	10,11,11,8,4	273	149
21106	1497,4648,25777,7192	0,0,0,0	22447,19324,18244,18030,14376	0,0,4,5,0	968	149
