ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
299	10,25,43,12,11	4,1,0,0,0	747,63,179	4,0,0	596	149
300	3,44,41,13,9	2,6,1,0,2	20,29,40	28,17,19	245	149
301	0,32,17,16,6	0,0,1,0,0	136,64,86	20,11,17	220	149
302	38,62,194,24,86	0,6,2,0,3	1339,636,676	485,470,288	1689	149
303	18,25,116,35,27	0,2,14,8,6	2140,1251,1072	175,181,116	222	149
304	122,513,337,318,366	2,21,42,41,16	570,565,656	45,31,20	257	149
305	75,281,282,300,405	2,0,0,0,2	285,98,117	56,19,83	407	149
306	85,2120,965,1188,772	8,197,86,93,38	117,2,10	0,0,1	233	149
307	104,996,552,651,597	15,144,132,139,104	996,563,929	257,169,252	225	149
308	206,1041,771,886,437	0,11,50,40,2	1793,482,837	124,36,42	863	149
309	121,473,212,324,87	4,55,16,34,9	863,155,288	0,4,2	518	149
310	4162,49263,19303,30747,14214	0,11,8,4,5	32750,19107,46620	2,2,19	377	149
311	245,1608,330,888,226	8,58,46,61,55	4177,1446,5173	95,68,97	233	149
312	0,24,23,22,49	0,0,0,0,1	80,100,14	4,8,8	209	149
313	0,26,31,28,26	0,0,0,0,0	48,57,2	6,18,0	214	149
314	102,463,199,279,163	3,7,12,0,0	1341,538,1389	56,66,145	407	149
316	16,63,8,27,14	0,13,2,0,0	681,41,90	6,0,0	287	149
317	98,510,240,446,195	16,161,9,46,18	558,304,672	24,19,67	227	149
318	10,185,116,77,107	4,57,82,53,62	15,6,49	2,2,35	229	149
319	2775,3870,5201,3038,2473	2657,10192,8495,8599,11143	101,99,179	29,29,34	241	149
320	0,10,10,4,13	0,0,0,0,1	0,0,3	0,0,2	260	149
321	5,16,30,28,31	0,0,10,2,0	28,64,100	4,2,5	251	149
322	12,53,18,15,3	0,12,1,12,0	6,24,47	13,8,17	217	149
324	55,138,109,148,98	0,39,2,19,14	411,293,541	19,21,17	227	149
325	0,1,0,0,0	0,0,0,0,0	0,0,0	26,0,0	252	149
326	0,0,1,4,0	0,3,0,2,3	19,4,0	24,7,14	231	149
327	0,0,20,2,1	0,0,42,4,11	18,19,4	14,16,13	306	149
328	56,428,647,540,465	0,0,0,4,2	58,38,49	0,0,0	314	149
329	16,158,70,85,77	1,4,21,4,2	0,5,3	0,0,9	224	149
