ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16434	18,648,1064,988,263	0,0,2,0,0	501,431,638	0,2,0	318	149
16435	18,648,1064,988,263	0,0,0,1,0	507,432,631	2,2,8	318	149
16436	20,658,1066,1008,263	0,0,0,0,0	513,433,636	5,0,7	318	149
16437	82,695,650,583,613	0,0,0,0,0	529,615,1007	0,0,4	354	149
16438	0,2,16,4,2	4,57,54,31,62	44,40,77	40,58,110	315	149
16439	0,2,14,2,2	0,0,5,2,5	40,38,63	3,12,11	315	149
16440	0,2,16,2,2	28,188,130,147,172	50,47,102	108,71,188	315	149
16441	106,455,702,674,826	0,0,0,0,0	457,464,277	1,0,0	304	149
16442	26,110,161,115,130	0,7,9,7,19	56,109,59	4,1,2	176	149
16443	8,64,158,79,119	0,14,15,3,15	97,104,53	4,10,2	176	149
16444	4,29,33,22,36	0,14,15,3,15	16,9,12	4,10,2	174	149
16445	21,94,96,116,83	0,32,76,52,58	27,48,43	61,37,32	174	149
16446	12,132,112,104,89	0,0,0,0,0	35,45,62	0,1,2	242	149
16447	37,342,328,495,278	0,0,0,0,0	119,107,166	2,0,0	222	149
16448	0,9,10,5,1	0,9,17,28,1	4,12,6	10,16,10	152	149
16449	6,22,46,32,39	0,0,0,2,0	18,18,22	0,0,0	161	149
16450	0,9,13,24,1	0,1,0,0,0	8,12,10	0,0,0	161	149
16451	22,133,166,167,174	0,0,0,0,0	93,71,76	0,2,0	254	149
16452	2,70,38,52,46	0,0,0,2,0	12,18,26	0,8,0	185	149
16453	60,433,385,470,299	5,7,26,25,11	300,277,229	9,18,16	299	149
16454	42,471,380,329,258	0,4,0,0,0	291,235,321	0,0,0	211	149
16455	0,39,147,54,144	0,2,0,2,7	54,112,108	0,3,2	545	149
16456	8,41,84,64,121	0,0,0,0,0	40,101,63	0,1,6	283	149
16457	28,121,50,115,8	0,0,0,4,1	164,106,174	0,0,0	279	149
16458	28,113,37,84,4	0,2,0,2,2	132,94,140	0,0,0	279	149
16462	37,756,776,651,794	0,0,0,0,0	238,267,225	0,2,0	644	149
16463	33,710,719,573,734	0,0,10,0,8	188,227,185	0,0,0	644	149
16464	38,276,434,427,427	0,0,10,0,8	104,65,78	0,0,0	265	149
