LOC100578814	GO:0005777,GO:0035336,GO:0080019
LOC100578824	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0007417
LOC100578829	GO:0005789,GO:0009922,GO:0019367,GO:0030148,GO:0034625,GO:0034626,GO:0042761
LOC100578833	GO:0005814,GO:0045162,GO:0060271
LOC100578842	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC100578881	GO:0046982
LOC100578925	GO:0003714,GO:0005634,GO:0005737,GO:0010468
LOC100578928	GO:0005509
LOC100578931	GO:0006355,GO:0043130
LOC100578939	GO:0007165
LOC100578990	GO:0003341,GO:0036157,GO:0036158,GO:0045503,GO:0045504
LOC100578999	GO:0005814,GO:0060271,GO:0097730
LOC100579022	GO:0004842,GO:0008270,GO:0016567
LOC100579034	GO:0008023,GO:0042795,GO:0042796,GO:0045945
LOC100579047	GO:0005615,GO:0031012
LOC100579061	GO:0042393
LOC100820634	GO:0005249,GO:0016020,GO:0042391,GO:0071805
LOC101664701	GO:0006629,GO:0008081
LOC102653588	GO:0003723,GO:0004521,GO:0005847,GO:0006378,GO:0006398,GO:0008409
LOC102653655	GO:0004568,GO:0005576,GO:0005975,GO:0006032,GO:0008061
LOC102653727	GO:0005515
LOC102653748	GO:0005125,GO:0005576,GO:0005615,GO:0008083,GO:0060395
LOC102653753	GO:0000724,GO:0003684,GO:0005515,GO:0007095,GO:0030870,GO:0032508
LOC102653759	GO:0003676,GO:0005730,GO:0005737,GO:0008270,GO:0008988,GO:0031167
LOC102653763	GO:0004016,GO:0005737,GO:0009190,GO:0035556
LOC102653793	GO:0003824
LOC102653798	GO:0005886,GO:0072659
LOC102653800	GO:0004970,GO:0005886,GO:0006811,GO:0035249,GO:0045211,GO:0050804,GO:1904315
LOC102653815	GO:0016491
LOC102653858	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC102653961	GO:0005634
LOC102654127	GO:0030425,GO:0031175,GO:0048168
LOC102654206	GO:0008080
LOC102654211	GO:0004768,GO:0005506,GO:0005789,GO:0006636
LOC102654315	GO:0004672,GO:0005524,GO:0006468
LOC102654353	GO:0006486,GO:0016020,GO:0036065,GO:0046920
LOC102654371	GO:0005615,GO:0031012
LOC102654427	GO:0015179,GO:0016020,GO:0035725
LOC102654488	GO:0005737,GO:0016020
LOC102654594	GO:0005515,GO:0005656,GO:0006261,GO:0006364,GO:0097344
LOC102654652	GO:0005515,GO:0007165
LOC102654683	GO:0004161,GO:0004337,GO:0005737,GO:0045337
LOC102654766	GO:0005515
LOC102654776	GO:0000978,GO:0000981,GO:0006357,GO:0048856
LOC102654777	GO:0016020,GO:0022857,GO:0055085
LOC102654783	GO:0005829,GO:0046890
LOC102654959	GO:0000978,GO:0000981,GO:0005634,GO:0006357
LOC102654993	GO:0030317,GO:0031514
LOC102655054	GO:0006470,GO:0008138,GO:0060271
LOC102655072	GO:0005576,GO:0008061
LOC102655073	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC102655100	GO:0005515,GO:0005813
LOC102655131	GO:0005634
LOC102655243	GO:0005515,GO:0006629,GO:0016298
LOC102655306	GO:0005515
LOC102655356	GO:0004930,GO:0005886,GO:0007186
LOC102655388	GO:0005789,GO:0010508,GO:1903070,GO:1904153,GO:1904240
LOC102655466	GO:0003924,GO:0005525,GO:0005737,GO:0005930,GO:0006886,GO:0016192,GO:0060271,GO:0061512
LOC102655622	GO:0016020,GO:0022857,GO:0055085
LOC102655670	GO:0003682,GO:0005634,GO:0019985,GO:0051726
LOC102655712	GO:0004521
LOC102655740	GO:0005741,GO:0005742,GO:0008320,GO:0030150
LOC102655754	GO:0000015,GO:0000287,GO:0004634,GO:0006096
LOC102655814	GO:0003924,GO:0005525
LOC102655896	GO:0003682,GO:0003723,GO:0005654,GO:0005730,GO:0005737,GO:0006338,GO:0042393
LOC102655904	GO:0003899,GO:0005665,GO:0005666,GO:0005736,GO:0006351
LOC102655942	GO:0005929
LOC102655950	GO:0005778,GO:0008270,GO:0016558
LOC102656082	GO:0005524,GO:0007018,GO:0008017,GO:0008574
LOC102656088	GO:0015276,GO:0016020
LOC102656197	GO:0000724,GO:0030374,GO:0032798,GO:0045893
LOC102656337	GO:0000776,GO:0005654,GO:0005737,GO:0007094
LOC102656354	GO:0005515
LOC102656356	GO:0005634
LOC102656398	GO:0004252,GO:0006508
LOC102656444	GO:0000978,GO:0000981,GO:0006355
LOC102656448	GO:0005829,GO:0005975,GO:0006116,GO:0009331,GO:0042803,GO:0046168,GO:0047952,GO:0051287
LOC102656465	GO:0001664,GO:0003924,GO:0005525,GO:0005834,GO:0007188,GO:0031683
LOC102656473	GO:0005886,GO:0031718,GO:2000272
LOC102656548	GO:0004550,GO:0006183,GO:0006228,GO:0006241,GO:1902176
LOC102656567	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC102656570	GO:0047875,GO:0050660
LOC102656618	GO:0005515
LOC102656637	GO:0005515,GO:0005634,GO:0005737
LOC102656656	GO:0004674,GO:0005524,GO:0018105,GO:0018107
LOC102656661	GO:0005634,GO:0006355
LOC102656838	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC102656846	GO:0000079,GO:0005634,GO:0005737,GO:0016538,GO:0044772,GO:0097124
LOC107963961	GO:0000796,GO:0003682,GO:0007076
