LOC409178	GO:0004176,GO:0004222,GO:0005524,GO:0005743,GO:0006515,GO:0007005,GO:0016887
LOC409179	GO:0005739,GO:0006083,GO:0008775
LOC409180	GO:0005739,GO:0006083,GO:0008775
LOC409183	GO:0006820,GO:0022857,GO:0055085
LOC409184	GO:0005085,GO:0005829,GO:0006897,GO:0032456,GO:0043231,GO:1901981
LOC409186	GO:0005515,GO:0005737,GO:0006886,GO:0006914,GO:0016020,GO:0016192,GO:0034058
LOC409187	GO:0032367,GO:0032934
LOC409189	GO:0005743
LOC409191	GO:0005737,GO:0016925,GO:0019948,GO:0031510
LOC409192	GO:0000287,GO:0005524,GO:0005886,GO:0016887,GO:0045332,GO:0140326
LOC409193	GO:0000287,GO:0004674,GO:0005515,GO:0005524,GO:0018105,GO:0035556
LOC409195	GO:0106035
LOC409196	GO:0004021,GO:0009058,GO:0030170
LOC409197	GO:0000122,GO:0001046,GO:0006338,GO:0017025,GO:0017054,GO:0045944,GO:0046982,GO:0051123,GO:0140223
LOC409198	GO:0005524,GO:0008540,GO:0016887,GO:0036402,GO:0043161
LOC409199	GO:0004370,GO:0005739,GO:0006071,GO:0006641,GO:0046167
LOC409200	GO:0003723,GO:0004842,GO:0016567,GO:0030014,GO:0046872
LOC409201	GO:0002084,GO:0005737,GO:0008474,GO:0052689
LOC409202	GO:0003735,GO:0006412,GO:0019843,GO:0022627,GO:0045903
LOC409203	GO:0008194
LOC409204	GO:0004252,GO:0006508
LOC409206	GO:0000209,GO:0004252,GO:0005515,GO:0008270,GO:0017148,GO:0030371,GO:0043161,GO:0061630
LOC409207	GO:0008270,GO:0016491
LOC409208	GO:0006884,GO:0008511,GO:0016020,GO:0035725,GO:0055064,GO:0055075,GO:0055078,GO:1902476,GO:1990573
LOC409212	GO:0005509,GO:0005886,GO:0007156
LOC409217	GO:0005085,GO:0005515,GO:0005737,GO:0035556
LOC409218	GO:0003779,GO:0007015
LOC409219	GO:0005634,GO:0005737,GO:0010992,GO:0043130,GO:0043161
LOC409222	GO:0000079,GO:0000307,GO:0005634,GO:0005737,GO:0016538,GO:0044772
LOC409226	GO:0005634,GO:0005783,GO:0030433,GO:0043130
LOC409228	GO:0005044,GO:0005737,GO:0005764,GO:0016020
LOC409229	GO:0005634,GO:0006408
LOC409230	GO:0005096,GO:0005515,GO:0005737
LOC409231	GO:0006508,GO:0070573
LOC409232	GO:0030490,GO:0106388
LOC409234	GO:0005634,GO:0005737,GO:0031146,GO:0097602
LOC409235	GO:0005515,GO:0005886,GO:0007156,GO:0008046,GO:0030424,GO:0043025,GO:0050808
LOC409236	GO:0000274,GO:0042776,GO:0045261,GO:0046933
LOC409238	GO:0007268,GO:0033130,GO:0043495,GO:0045202
LOC409241	GO:0005515
LOC409242	GO:0030154
LOC409243	GO:0007165,GO:0060090
LOC409244	GO:0016311,GO:0016791
LOC409246	GO:0003700,GO:0004683,GO:0005516,GO:0005524,GO:0005634,GO:0005737,GO:0006355,GO:0008270,GO:0009931,GO:0018105,GO:0035556,GO:0043565,GO:0046777,GO:0051019
LOC409247	GO:0000126,GO:0000995,GO:0001006,GO:0005634,GO:0006352,GO:0006383,GO:0017025,GO:0070897,GO:0097550
LOC409249	GO:0005515
LOC409250	GO:0003837,GO:0033396
LOC409251	GO:0003676,GO:0005737,GO:0007265,GO:0008270,GO:0016567,GO:0061630
LOC409252	GO:0003677,GO:0005634,GO:0006338,GO:0032452
LOC409253	GO:0004352,GO:0005739,GO:0006538
LOC409254	GO:0005634,GO:0071171,GO:1902979
LOC409255	GO:0005085,GO:0005096,GO:0016020,GO:0035556,GO:0043547
LOC409256	GO:0005515,GO:0005829,GO:0009653
LOC409258	GO:0002183,GO:0003723,GO:0003743,GO:0005515,GO:0005737,GO:0071541
LOC409259	GO:0003677,GO:0005515,GO:0005634,GO:0006357
LOC409260	GO:0005811,GO:0016616
LOC409261	GO:0004370,GO:0005739,GO:0006071,GO:0006641,GO:0046167
LOC409263	GO:0016020,GO:0016263,GO:0016267
LOC409264	GO:0005524,GO:0006620,GO:0016887,GO:0043529
LOC409265	GO:0004579,GO:0016020,GO:0018279,GO:0043687
LOC409267	GO:0005737,GO:0005980,GO:0008184,GO:0030170
LOC409268	GO:0005096,GO:0005515,GO:0005737,GO:0005856,GO:0007165
LOC409269	GO:0003735,GO:0005762,GO:0032543
LOC409270	GO:0004366,GO:0005783,GO:0019432
LOC409271	GO:0003713,GO:0006357,GO:0016592
LOC409272	GO:0000408,GO:0004674,GO:0005524,GO:0005634,GO:0005829,GO:0006468,GO:0070525
LOC409273	GO:0005515,GO:0005634
LOC409274	GO:0030139,GO:0030496,GO:0032154,GO:0032456,GO:0032465,GO:0055038
LOC409276	GO:0046488,GO:0052742
LOC409277	GO:0006644,GO:0047498,GO:0050482
LOC409278	GO:0031409
LOC409279	GO:0006511,GO:0006974,GO:0016567,GO:0031625,GO:0080008
LOC409280	GO:0005515,GO:0006402,GO:0017148,GO:0030014
LOC409281	GO:0005515,GO:0005789,GO:0036503
LOC409283	GO:0003723,GO:0005634
LOC409285	GO:0000146,GO:0005524,GO:0005737,GO:0006897,GO:0007015,GO:0015629,GO:0016459,GO:0030050,GO:0030139,GO:0051015
LOC409286	GO:0004705,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0007254
LOC409288	GO:0004672,GO:0005524,GO:0005634,GO:0006468,GO:0031434,GO:0032436,GO:0043405
LOC409290	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0022625,GO:0042273
LOC409291	GO:0000151,GO:0005515,GO:0006511
LOC409292	GO:0000287,GO:0004449,GO:0005739,GO:0006099,GO:0006102,GO:0051287
LOC409294	GO:0003735,GO:0005840,GO:0006412,GO:0022625,GO:0070180
LOC409295	GO:0004842,GO:0006996,GO:0016567
LOC409296	GO:0005524,GO:0005832,GO:0006457,GO:0016887,GO:0051082,GO:0140662
LOC409298	GO:0005783
LOC409299	GO:0004019,GO:0005525,GO:0005737,GO:0044208,GO:0046040
LOC409301	GO:0000978,GO:0000981,GO:0006357,GO:0007179,GO:0009653,GO:0030154,GO:0030509,GO:0060395,GO:0070411,GO:0071144
LOC409303	GO:0004842,GO:0005515,GO:0005737,GO:0008270,GO:0016567
LOC409305	GO:0003924,GO:0005525,GO:0005829,GO:0042256,GO:0043022,GO:1990904
LOC409306	GO:0003824,GO:0005947,GO:0007584,GO:0009083
LOC409307	GO:0006644,GO:0047498,GO:0050482
LOC409308	GO:0005634,GO:0016605,GO:0016925,GO:0031386,GO:0044389
LOC409310	GO:0005227,GO:0005886
LOC409311	GO:0002181,GO:0003729,GO:0005829,GO:0046872
LOC409312	GO:0005794,GO:0035621,GO:0070273
LOC409313	GO:0005885,GO:0030479,GO:0034314,GO:0051015
LOC409315	GO:0002092,GO:0005080,GO:0005543,GO:0006886,GO:0008021,GO:0014069,GO:0019904,GO:0032588,GO:0034315,GO:0043005,GO:0043113,GO:0097062,GO:0098842
LOC409316	GO:0007015,GO:0051015
LOC409317	GO:0005096,GO:0005774,GO:0010508,GO:0034198,GO:1904262,GO:1990130
LOC409318	GO:0005509
LOC409320	GO:0005829,GO:0006481,GO:0018423
LOC409321	GO:0000978,GO:0000981,GO:0006357,GO:0007179,GO:0009653,GO:0030154,GO:0030509,GO:0060395,GO:0070411,GO:0071144
LOC409322	GO:0000993,GO:0003729,GO:0005737,GO:0005849,GO:0006369,GO:0006378
LOC409323	GO:0005515,GO:0005737,GO:0042327
LOC409325	GO:0005515
LOC409326	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0022627
LOC409329	GO:0000032,GO:0004475,GO:0005525,GO:0005737,GO:0006486,GO:0009298
LOC409331	GO:0006338,GO:0006357,GO:0016573,GO:0035267,GO:0042393
LOC409332	GO:0004197,GO:0004843,GO:0005515,GO:0005634,GO:0005829,GO:0016579,GO:0031647
LOC409333	GO:0004222,GO:0005789,GO:0071586
LOC409334	GO:0004567,GO:0005975,GO:0006516
LOC409336	GO:0006820,GO:0022857,GO:0055085
LOC409337	GO:0006357,GO:0008270,GO:0016925,GO:0030374,GO:0061665
LOC409340	GO:0003684,GO:0005654,GO:0005829,GO:0006289,GO:0031593,GO:0043130,GO:0043161,GO:0070628
LOC409341	GO:0004190,GO:0005764,GO:0006508,GO:0008219
LOC409342	GO:0003924,GO:0005525,GO:0005794,GO:0006886,GO:0033365,GO:0043001
LOC409347	GO:0000481,GO:0045292,GO:0046540
LOC409348	GO:0005096,GO:0005737,GO:0005886,GO:0008593,GO:0019905,GO:0030864,GO:0030866,GO:0032878,GO:0045159,GO:0050708,GO:0051294
LOC409350	GO:0001530,GO:0003723,GO:0006396
LOC409351	GO:0005794,GO:0019904,GO:0051049
LOC409353	GO:0000462,GO:0005515,GO:0005730
LOC409357	GO:0008180
LOC409358	GO:0005813,GO:0005929,GO:0030992,GO:0035735,GO:0048487,GO:0060271
LOC409359	GO:0000776,GO:0000922,GO:0005813,GO:0007052,GO:0030951,GO:0035371,GO:0046785,GO:0051010,GO:0051298,GO:0061863
LOC409360	GO:0000254,GO:0005506,GO:0016126
LOC409361	GO:0008080
LOC409362	GO:0005737,GO:0030424
LOC409363	GO:0005483,GO:0005774,GO:0006886,GO:0019905,GO:0031201,GO:0048193
LOC409364	GO:0003924,GO:0005515,GO:0005525
LOC409365	GO:0004558,GO:0005975,GO:0030246
LOC409366	GO:0001540,GO:0005794,GO:0005886,GO:0042985,GO:0070062
LOC409367	GO:0005509
LOC409370	GO:0005085,GO:0032012
LOC409371	GO:0005515,GO:0005930,GO:0030992,GO:0036064,GO:0042073
LOC409373	GO:0005215,GO:0006810
LOC409377	GO:0005524,GO:0005634,GO:0005829,GO:0016887,GO:0030433,GO:0030970,GO:0031593,GO:0034098,GO:0051228,GO:0071712,GO:0097352
LOC409378	GO:0007517,GO:0016012,GO:0042383
LOC409379	GO:0003723
LOC409382	GO:0000209,GO:0006974,GO:0008270,GO:0016607,GO:0043161,GO:0061630,GO:1901315,GO:2000779
LOC409383	GO:0004222,GO:0006508,GO:0008270,GO:0030198,GO:0030574,GO:0031012
LOC409384	GO:0005524,GO:0005743,GO:0005759,GO:0008637,GO:0034514,GO:0042026,GO:0045041,GO:0051087,GO:0140662
LOC409385	GO:0004842,GO:0005515,GO:0048814,GO:2000650
LOC409387	GO:0004843,GO:0005737,GO:0006511,GO:0016579
LOC409388	GO:0003924,GO:0005525
LOC409389	GO:0004197,GO:0004843,GO:0005634,GO:0005829,GO:0016579
LOC409390	GO:0001932,GO:0005952,GO:0008603
LOC409392	GO:0003677,GO:0005524,GO:0005634,GO:0006261,GO:0006282,GO:0008047,GO:0016887,GO:0017116
LOC409393	GO:0004674,GO:0005515,GO:0005634,GO:0006468,GO:0016242,GO:0031929,GO:0031931,GO:0031932,GO:0044877
LOC409394	GO:0005634,GO:0005737,GO:0019781,GO:0045116
LOC409396	GO:0003723,GO:0003743,GO:0005737,GO:0008190,GO:0034518,GO:0045727,GO:1901190
LOC409397	GO:0004252,GO:0005787,GO:0006465,GO:0016020
LOC409401	GO:0000978,GO:0000981,GO:0005515,GO:0005634,GO:0005667,GO:0006357
LOC409402	GO:0005737,GO:0051015,GO:0051017
LOC409403	GO:0004197,GO:0004843,GO:0005634,GO:0005829,GO:0016579
LOC409404	GO:0017101
LOC409406	GO:0006606,GO:0044613
LOC409408	GO:0003723,GO:0005524,GO:0005634,GO:0016887,GO:0042254,GO:0051973,GO:1990275
LOC409409	GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0005929,GO:0006468,GO:0035556,GO:0042073,GO:0060271
LOC409410	GO:0003723,GO:0005634,GO:0005737
LOC409411	GO:0005789
LOC409414	GO:0005789
LOC409417	GO:0000976,GO:0045944,GO:0046872
LOC409420	GO:0005507,GO:0005743
LOC409422	GO:0001653,GO:0004383,GO:0004672,GO:0005524,GO:0006182,GO:0006468,GO:0007168,GO:0035556
LOC409423	GO:0043984,GO:0072487
LOC409424	GO:0015149,GO:0015749,GO:0016020
LOC409425	GO:0003810,GO:0018149
LOC409427	GO:0000413,GO:0003723,GO:0003755,GO:0006457,GO:0016020,GO:0030433,GO:0043130,GO:0043231
LOC409429	GO:0004540,GO:0005737,GO:0005777,GO:0016441,GO:1903231,GO:1905762
LOC409430	GO:0004722,GO:0005634,GO:0005737
LOC409435	GO:0000149,GO:0005545,GO:0005546,GO:0005905,GO:0008021,GO:0016185,GO:0030136,GO:0032050,GO:0048268,GO:0072583,GO:0098894
LOC409438	GO:0000813,GO:0008333,GO:0015031,GO:0036211,GO:0043130
LOC409439	GO:0000149,GO:0006886,GO:0006888,GO:0008270,GO:0030127,GO:0070971,GO:0090110
LOC409440	GO:0005829,GO:1903358
LOC409442	GO:0005739
LOC409443	GO:0000159,GO:0003755,GO:0005634,GO:0005737,GO:0007052,GO:0008160
LOC409444	GO:0003876,GO:0005829,GO:0032264,GO:0046033
LOC409447	GO:0005524,GO:0005634,GO:0007131,GO:0008033,GO:0015616,GO:0017150,GO:0045003,GO:0050660,GO:0140658
LOC409448	GO:0005604
LOC409450	GO:0001934,GO:0005080,GO:0005634,GO:0005829,GO:0043022,GO:0045182,GO:0072344
LOC409451	GO:0015035
LOC409452	GO:0005975
LOC409454	GO:0005515,GO:0005634,GO:0005737,GO:0043161
LOC409455	GO:0000978,GO:0000981,GO:0005515,GO:0005634,GO:0006357,GO:0007548
LOC409456	GO:0000976,GO:0005634,GO:0006357
LOC409457	GO:0005829,GO:0006417,GO:0019887,GO:0034198
LOC409459	GO:0003697,GO:0004176,GO:0004252,GO:0005524,GO:0005759,GO:0006515,GO:0007005,GO:0016887,GO:0030163,GO:0051131
LOC409460	GO:0000103,GO:0004020,GO:0004781,GO:0005524,GO:0050428
LOC409462	GO:0004693,GO:0005524,GO:0005634,GO:0006468,GO:0007346
LOC409463	GO:0036156,GO:0036159,GO:0045503,GO:0045504,GO:0060294
LOC409465	GO:0005811,GO:0005829,GO:0010890,GO:0019915
LOC409467	GO:0006814,GO:0015293,GO:0016020,GO:0055085
LOC409468	GO:0004222,GO:0006508
LOC409470	GO:0000978,GO:0000981,GO:0006357
LOC409472	GO:0000289,GO:0000932,GO:0003729,GO:0005515,GO:0006355,GO:0017148,GO:0030371,GO:0043488
LOC409473	GO:0005747,GO:0006120
LOC409475	GO:0000502,GO:0005634,GO:0008540,GO:0030234,GO:0034515,GO:0042176,GO:0043161
LOC409476	GO:0000184,GO:0000339,GO:0003729,GO:0005515,GO:0005634,GO:0005845,GO:0005846,GO:0006406
LOC409479	GO:0000027,GO:0002181,GO:0003723,GO:0003735,GO:0005840,GO:0022625
LOC409481	GO:0003924,GO:0005525,GO:0005737,GO:0005886,GO:0006886,GO:0016192
LOC409483	GO:0005634,GO:0006355
LOC409485	GO:0003994,GO:0005739,GO:0005829,GO:0006099,GO:0006101,GO:0051539
LOC409486	GO:0003729,GO:0005829
LOC409487	GO:0003952,GO:0004359,GO:0005524,GO:0005737,GO:0009435
LOC409488	GO:0004719,GO:0005737,GO:0036211
LOC409489	GO:0000298,GO:0005634,GO:0005737,GO:0008486,GO:0034431,GO:0034432,GO:0071543,GO:1901907,GO:1901909,GO:1901911
LOC409491	GO:0005515,GO:0019005,GO:0031647
LOC409492	GO:0004674,GO:0005524,GO:0005737,GO:0006468
LOC409493	GO:0000977,GO:0000981,GO:0005634,GO:0006357
LOC409494	GO:0004300,GO:0005739,GO:0006635
LOC409495	GO:0016020
LOC409497	GO:0046872
LOC409498	GO:0004672,GO:0005524,GO:0006468
LOC409499	GO:0003978,GO:0005829,GO:0033499
LOC409500	GO:0005741,GO:0006886
LOC409501	GO:0003677,GO:0016514,GO:0042393,GO:0045893
LOC409508	GO:0000095,GO:0005743
LOC409511	GO:0016020
LOC409512	GO:0005886,GO:0007156,GO:0007411,GO:0030424,GO:0070593,GO:0098632
LOC409513	GO:0016020
LOC409515	GO:0001676,GO:0005783,GO:0005811,GO:0005886,GO:0030182,GO:0035336,GO:0090433
LOC409517	GO:0004197,GO:0005615,GO:0005764,GO:0006955,GO:0051603
LOC409518	GO:0061709
LOC409520	GO:0004342,GO:0005737,GO:0005975,GO:0006043,GO:0006046,GO:0019262,GO:0042802
LOC409522	GO:0005515,GO:0051301
LOC409523	GO:0004707,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0035556
LOC409525	GO:0005829,GO:0015248,GO:0016020,GO:0032934,GO:0043231
LOC409527	GO:0004672,GO:0005096,GO:0005524,GO:0006468,GO:0090630
LOC409528	GO:0042254,GO:1990904
LOC409529	GO:0003924,GO:0005525,GO:0005886,GO:0007165,GO:0019003
LOC409530	GO:0000146,GO:0005524,GO:0005737,GO:0005886,GO:0005902,GO:0007015,GO:0015629,GO:0016459,GO:0030050,GO:0031982,GO:0051015
LOC409531	GO:0006897,GO:0016020,GO:0030125
LOC409532	GO:0017136,GO:0070403
LOC409533	GO:0005509,GO:0005544,GO:0005737
LOC409534	GO:0006144,GO:0033971
LOC409536	GO:0003723,GO:0005654,GO:0006396
LOC409538	GO:0016020
LOC409539	GO:0000226,GO:0008017,GO:0031175,GO:0043005
LOC409540	GO:0001934,GO:0005634,GO:0005737,GO:0030295,GO:0035329
LOC409543	GO:0005515,GO:0005634,GO:0005654,GO:0005737,GO:0006607,GO:0008139,GO:0061608
LOC409544	GO:0000492,GO:0000812,GO:0003678,GO:0005524,GO:0006338,GO:0006357,GO:0016573,GO:0016887,GO:0031011,GO:0035267,GO:0097255
LOC409546	GO:0032589,GO:0050808
LOC409547	GO:0000045,GO:0005634,GO:0005829,GO:0007030,GO:0031468,GO:0043130,GO:0043161,GO:0061025
LOC409548	GO:0005884,GO:0005886,GO:0014069,GO:0030027,GO:0030425,GO:0030427,GO:0030833,GO:0030864,GO:0045211,GO:0045773,GO:0048812,GO:0051015,GO:0061003,GO:0098974
LOC409549	GO:0000104,GO:0005749,GO:0006099,GO:0006121,GO:0009055,GO:0016020
LOC409550	GO:0003743,GO:0005737,GO:0005852,GO:0006413
LOC409552	GO:0003723,GO:0003735,GO:0022627
LOC409553	GO:0006629,GO:0016298
LOC409554	GO:0005085,GO:0005509,GO:0005515,GO:0035025
LOC409556	GO:0000184,GO:0005515,GO:0005697,GO:0042162,GO:0070034
LOC409557	GO:0005634,GO:0007140,GO:0007283,GO:0034587,GO:0043186,GO:0043565,GO:0045892,GO:0060964
LOC409558	GO:0003723
LOC409559	GO:0000139,GO:0005515,GO:0016409,GO:0018345
LOC409560	GO:0003723
LOC409563	GO:0005886,GO:0043652,GO:0070782,GO:1902742
LOC409564	GO:0000151,GO:0000209,GO:0005634,GO:0005737,GO:0030433,GO:0034450
LOC409565	GO:0005886,GO:0006865,GO:0015171,GO:0055085
LOC409566	GO:0000228,GO:0003712,GO:0005634,GO:0006338,GO:0006357
LOC409569	GO:0005515
LOC409571	GO:0005515,GO:0005794,GO:0007030
LOC409572	GO:0016020,GO:0022841,GO:0030322,GO:0071805
LOC409573	GO:0005634
LOC409574	GO:0003873,GO:0004331,GO:0005524,GO:0005829,GO:0006000,GO:0006003
LOC409576	GO:0005524,GO:0008568,GO:0015630,GO:0016887
LOC409577	GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0035556
LOC409578	GO:0005515
LOC409579	GO:0000400,GO:0005524,GO:0009378,GO:0036297,GO:0043138,GO:0045003,GO:0071932
LOC409581	GO:0000902,GO:0005737,GO:0008290,GO:0010591,GO:0030036,GO:0051015,GO:0051016,GO:0051490
LOC409584	GO:0005515,GO:0005737
LOC409586	GO:0005747,GO:0006120
LOC409589	GO:0000027,GO:0003735,GO:0005840,GO:0006412,GO:0022625
LOC409590	GO:0000086,GO:0004693,GO:0005524,GO:0005634,GO:0006468,GO:0007095,GO:0008353
LOC409593	GO:0003714,GO:0005515,GO:0034243
LOC409594	GO:0050780
LOC409598	GO:0005509
LOC409599	GO:0002181,GO:0003735,GO:0005840,GO:0022625,GO:0042273
LOC409600	GO:0005515
LOC409602	GO:0005615,GO:0032504
LOC409604	GO:0005515,GO:0005737,GO:0005886
LOC409607	GO:0000209,GO:0005634,GO:0061631
LOC409608	GO:0032589,GO:0050808
LOC409609	GO:0005634,GO:0005829,GO:0008540,GO:0031593,GO:0043161
LOC409610	GO:0000281,GO:0000915,GO:0005826,GO:0031106
LOC409611	GO:0004222,GO:0005886,GO:0006509,GO:0007219
LOC409613	GO:0003400,GO:0003924,GO:0005525,GO:0006886,GO:0006888,GO:0016050,GO:0030127,GO:0061024,GO:0070863,GO:0070971
LOC409614	GO:0004623,GO:0005509,GO:0005576,GO:0006644,GO:0016042,GO:0050482
LOC409616	GO:0003785,GO:0007165
LOC409617	GO:0005096,GO:0048205
LOC409619	GO:0005737,GO:0006508,GO:0008270,GO:0042277,GO:0043171,GO:0070006
LOC409620	GO:0005515,GO:0005770,GO:0006623,GO:0030897,GO:0034058
LOC409622	GO:0005975
LOC409624	GO:0003987,GO:0006085
LOC409626	GO:0004252,GO:0006508
LOC409628	GO:0005576,GO:0017040,GO:0042759,GO:0046512,GO:0046514
LOC409631	GO:0005515,GO:0006828,GO:0015279,GO:0016020,GO:0034703,GO:0051480,GO:0070588,GO:0070679
LOC409633	GO:0003924,GO:0005525
LOC409636	GO:0005886,GO:0017121,GO:0017128
LOC409637	GO:0000027,GO:0003735,GO:0005840,GO:0006412,GO:0019843,GO:0022625
LOC409638	GO:0005789,GO:0009922,GO:0019367,GO:0030148,GO:0034625,GO:0034626,GO:0042761
LOC409639	GO:0005802,GO:0043001
LOC409640	GO:0003333,GO:0005774,GO:0015171
LOC409642	GO:0006629,GO:0016020,GO:0016627
LOC409643	GO:0005737
LOC409646	GO:0005886,GO:0006865,GO:0015171,GO:0055085
LOC409647	GO:0000445,GO:0005515,GO:0006406,GO:0007165,GO:0032784
LOC409649	GO:0005515,GO:0015347,GO:0016020,GO:0043252,GO:0055085
LOC409650	GO:0005515,GO:0015347,GO:0016020,GO:0043252,GO:0055085
LOC409653	GO:0000971,GO:0003972,GO:0005634,GO:0006388,GO:0072669
LOC409655	GO:0005515
LOC409659	GO:0000056,GO:0005634,GO:0005829,GO:0030688,GO:0042274
LOC409662	GO:0005634,GO:0005737,GO:0007165,GO:0019901,GO:0031588
LOC409663	GO:0003796
LOC409664	GO:0045893
LOC409665	GO:0005886,GO:0015629,GO:0051015,GO:0051017
LOC409666	GO:0005524,GO:0016020,GO:0016887,GO:0140359
LOC409667	GO:0005634,GO:0005740,GO:0005741,GO:0043065,GO:0097345
LOC409668	GO:0004866,GO:0043161,GO:0070628
LOC409670	GO:0005515,GO:0005634,GO:0006470,GO:0015347,GO:0016020,GO:0016791,GO:0043252,GO:0055085
LOC409671	GO:0005515,GO:0005681
LOC409672	GO:0071013
LOC409673	GO:0000166,GO:0000278,GO:0003677,GO:0003887,GO:0005634,GO:0006260,GO:0006272,GO:0006287,GO:0006297,GO:0008270,GO:0008310,GO:0008622,GO:0045004
LOC409675	GO:0005634,GO:0005737,GO:0016567,GO:0019941,GO:0031386,GO:0031625
LOC409676	GO:0003777,GO:0005524,GO:0007018,GO:0008017
LOC409678	GO:0000976,GO:0005515,GO:0005634,GO:0045944,GO:0097543,GO:1904108
LOC409680	GO:0005515
LOC409681	GO:0002181,GO:0005515,GO:0005844
LOC409682	GO:0004471,GO:0004473,GO:0005739,GO:0006090,GO:0006108,GO:0051287
LOC409686	GO:0005515
LOC409688	GO:0003723,GO:0005515,GO:0005848,GO:0031124
LOC409689	GO:0000398,GO:0005515,GO:0017070,GO:0030621,GO:0046540
LOC409691	GO:0006465,GO:0030660,GO:0033619,GO:0042500,GO:0098553,GO:0098554
LOC409692	GO:0004222,GO:0005886,GO:0006509,GO:0007219
LOC409693	GO:0006020,GO:0007165,GO:0008934,GO:0046854
LOC409696	GO:0000380,GO:0003723,GO:0045292,GO:0071011
LOC409697	GO:0030036,GO:0051015
LOC409698	GO:0005739,GO:0008808,GO:0016020,GO:0032049
LOC409699	GO:0005634,GO:0008540,GO:0034515,GO:0043161
LOC409701	GO:0032589,GO:0050808
LOC409702	GO:0005737,GO:0042030,GO:0051087
LOC409703	GO:0005515,GO:0005634,GO:0005886,GO:0007165
LOC409704	GO:0003723,GO:0005634,GO:0006378,GO:1990817
LOC409706	GO:0005802
LOC409707	GO:0032589,GO:0050808
LOC409708	GO:0004348,GO:0006680
LOC409709	GO:0004348,GO:0006680
LOC409711	GO:0005515
LOC409712	GO:0003995,GO:0005739,GO:0050660
LOC409713	GO:0005856,GO:0005886,GO:0014069,GO:0051015
LOC409714	GO:0004725,GO:0006470
LOC409715	GO:0006884,GO:0008511,GO:0016020,GO:0035725,GO:0055064,GO:0055075,GO:0055078,GO:1902476,GO:1990573
LOC409717	GO:0005634,GO:0010468
LOC409718	GO:0000289,GO:0000932,GO:0004672,GO:0005524,GO:0006397,GO:0006468,GO:0008143,GO:0031251
LOC409721	GO:0009058,GO:0030170,GO:0047536
LOC409722	GO:0005509,GO:0005515,GO:0005886
LOC409723	GO:0003735,GO:0005840,GO:0006412,GO:0015935
LOC409724	GO:0005802,GO:0006886,GO:0016192,GO:0031267,GO:0035091,GO:0043130
LOC409725	GO:0005515,GO:0031929,GO:0031931,GO:0031932,GO:0032956
LOC409726	GO:0005515
LOC409727	GO:0003777,GO:0005524,GO:0007018,GO:0008017
LOC409728	GO:0000028,GO:0003729,GO:0003735,GO:0005840,GO:0006412,GO:0019843,GO:0022627
LOC409729	GO:0005634,GO:0006357
LOC409733	GO:0000278,GO:0000978,GO:0000981,GO:0005634,GO:0045944
LOC409734	GO:0005543,GO:0005643,GO:0006405,GO:0006606,GO:0017056,GO:0044613
LOC409735	GO:0000124,GO:0003713,GO:0005669,GO:0006367,GO:0016251,GO:0046695,GO:0046982,GO:0051123
LOC409736	GO:0004491,GO:0005739,GO:0006210,GO:0006574,GO:0018478
LOC409740	GO:0016020,GO:1902936
LOC409741	GO:0003341,GO:0005094,GO:0005737,GO:0005829,GO:0007266,GO:0016020,GO:0036158,GO:0036159,GO:0045505
LOC409748	GO:0005515,GO:0005543,GO:0005737,GO:0005768,GO:0005886,GO:0007010,GO:0030100,GO:0097320
LOC409749	GO:0003712,GO:0006357,GO:0016592,GO:0070847
LOC409751	GO:0003993,GO:0052745
LOC409753	GO:0046872
LOC409755	GO:0003779,GO:0005737,GO:0005925,GO:0007163,GO:0015629,GO:0030031,GO:0030036,GO:0034446
LOC409756	GO:0005524,GO:0007033,GO:0016197,GO:0016887
LOC409757	GO:0003723,GO:0005886,GO:0007624,GO:0009897,GO:0015035
LOC409759	GO:0004568,GO:0005576,GO:0005975,GO:0006032,GO:0008061
LOC409762	GO:0005509
LOC409764	GO:0030659
LOC409765	GO:0000812,GO:0031491
LOC409766	GO:0005737,GO:0005829,GO:0071566,GO:0071569
LOC409767	GO:0004674,GO:0005524,GO:0005634,GO:0005829,GO:0005956,GO:0006468
LOC409770	GO:0000226,GO:0005524,GO:0005929,GO:0015631,GO:0018095,GO:0046872,GO:0070740
LOC409771	GO:0016020,GO:0022841,GO:0030322,GO:0071805
LOC409773	GO:0004024,GO:0005829,GO:0006069,GO:0008270,GO:0046294,GO:0051903
LOC409774	GO:0005509,GO:0005515,GO:0005615,GO:0035592
LOC409777	GO:0004970,GO:0005886,GO:0006811,GO:0035249,GO:0045211,GO:0050804,GO:1904315
LOC409778	GO:0000977,GO:0001228,GO:0005634,GO:0005737,GO:0045944
LOC409780	GO:0000381,GO:0003730,GO:0005634,GO:0005737,GO:0006376,GO:1990904
LOC409782	GO:0005509
LOC409784	GO:0008233,GO:0070646
LOC409786	GO:0005737,GO:0005856,GO:0030866,GO:0051015,GO:0051639
LOC409787	GO:0004674,GO:0005737,GO:0005856,GO:0016459,GO:0018107,GO:0031032
