LOC413631	GO:0006807,GO:0016811
LOC413633	GO:0000226,GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0035556,GO:0050321
LOC413636	GO:0005049,GO:0005643,GO:0005737,GO:0006611,GO:0031267
LOC413637	GO:0005515,GO:0019005,GO:0043161,GO:0045202,GO:0060386
LOC413638	GO:0003729,GO:0005654,GO:0043484,GO:1990904
LOC413643	GO:0000506,GO:0006506,GO:0017176
LOC413649	GO:0005730,GO:0032040
LOC413650	GO:0003723,GO:0005515,GO:0005634,GO:0005737,GO:0016973
LOC413652	GO:0005524,GO:0016887
LOC413653	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0006986
LOC413655	GO:0004315,GO:0006633
LOC413657	GO:0005759,GO:0016485,GO:0046872
LOC413660	GO:0003723,GO:0003724,GO:0005524,GO:0005634
LOC413663	GO:0010506,GO:0016311,GO:0019903,GO:0046872,GO:0052629
LOC413664	GO:0016255,GO:0042765
LOC413666	GO:0005524,GO:0005777,GO:0005778,GO:0005829,GO:0016558,GO:0016887
LOC413667	GO:0000079,GO:0000307,GO:0005634,GO:0005737,GO:0005813,GO:0016538,GO:0044772
LOC413668	GO:0043231,GO:1901981
LOC413669	GO:0005515,GO:0005912,GO:0014069,GO:0045211,GO:0098887,GO:0098968
LOC413670	GO:0005515,GO:0019005,GO:0031146,GO:0031398
LOC413672	GO:0005975,GO:0015929
LOC413674	GO:0005634
LOC413675	GO:0000973,GO:0005643,GO:0006355,GO:0006406,GO:0006606,GO:0017056,GO:0031080
LOC413676	GO:0005886,GO:0030659
LOC413677	GO:0005085,GO:0030036,GO:0051496
LOC413678	GO:0004760,GO:0005777,GO:0008453,GO:0019265
LOC413679	GO:0005576,GO:0008061
LOC413680	GO:0005543,GO:0005768,GO:0005886,GO:0006897,GO:0030125,GO:0030276
LOC413683	GO:0005096,GO:0005515,GO:0005737,GO:0043547
LOC413684	GO:0007606,GO:0008527,GO:0016020,GO:0050912
LOC413686	GO:0000454,GO:0031429,GO:0034513,GO:0042254
LOC413688	GO:0005634,GO:0005666,GO:0006351
LOC413689	GO:0006884,GO:0015379,GO:0016020,GO:0055064,GO:0055075,GO:1902476,GO:1990573
LOC413690	GO:0003723,GO:0003724,GO:0005524,GO:0055087,GO:0070478
LOC413691	GO:0000793,GO:0000796,GO:0005737,GO:0007076
LOC413692	GO:0005515
LOC413693	GO:0005515,GO:0031514
LOC413697	GO:0004371,GO:0005829,GO:0019563
LOC413698	GO:0004989,GO:0016020,GO:0071880
LOC413699	GO:0004843,GO:0005634,GO:0005737,GO:0007010,GO:0016477,GO:0030177,GO:0035523,GO:0070530,GO:0071947,GO:1990168
LOC413702	GO:0004771,GO:0004806,GO:0005829,GO:0008203,GO:0019433
LOC413705	GO:0004568,GO:0005576,GO:0005975,GO:0006032,GO:0008061
LOC413708	GO:0004655,GO:0005829,GO:0006783,GO:0008270
LOC413709	GO:0005515,GO:0019005,GO:0031146
LOC413711	GO:0055085
LOC413713	GO:0050211
LOC413714	GO:0005739,GO:0033615
LOC413718	GO:0004819,GO:0005524,GO:0005737,GO:0005829,GO:0006412,GO:0006425,GO:0017101
LOC413720	GO:0005730,GO:0030490,GO:0030692,GO:0032040
LOC413727	GO:0000463,GO:0003676,GO:0003724,GO:0005524,GO:0005730
LOC413728	GO:0070403
LOC413730	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC413732	GO:0000139,GO:0017134
LOC413735	GO:0006750,GO:0017109,GO:0030234,GO:0035226,GO:0035229
LOC413736	GO:0000226,GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0035556,GO:0050321
LOC413738	GO:0007528,GO:0019901,GO:0061098
LOC413739	GO:0016020,GO:0022857,GO:0055085
LOC413740	GO:0006570,GO:0016491
LOC413742	GO:0000978,GO:0000981,GO:0006357,GO:0006952,GO:0007259,GO:0042127
LOC413746	GO:0005739,GO:0051353,GO:0051537,GO:0140647
LOC413749	GO:0004867,GO:0005615
LOC413753	GO:0005524,GO:0005634,GO:0016887,GO:0140658
LOC413754	GO:0005515,GO:0005634,GO:0006355,GO:0008270,GO:0031507
LOC413755	GO:0005515,GO:0005794
LOC413758	GO:0005730,GO:0006364,GO:0032040
LOC413759	GO:0004672,GO:0005524,GO:0006468
LOC413762	GO:0005759,GO:0042256
LOC413763	GO:0004421,GO:0006084,GO:0010142
LOC413766	GO:0000977,GO:0000981,GO:0005634,GO:0006357
LOC413768	GO:0004591,GO:0005739,GO:0006099,GO:0030976,GO:0045252
LOC413772	GO:0005942,GO:0035556,GO:0046854,GO:0046935
LOC413774	GO:0003735,GO:0005761,GO:0005762,GO:0032543
LOC413781	GO:0005739,GO:0016020,GO:0033617
LOC413782	GO:0005509,GO:0005576,GO:0007155
LOC413784	GO:0006886,GO:0031267
LOC413785	GO:0003755,GO:0005509
LOC413787	GO:0005515
LOC413789	GO:0005789,GO:0009922,GO:0019367,GO:0030148,GO:0034625,GO:0034626,GO:0042761
LOC413792	GO:0005886
LOC413793	GO:0006357,GO:0032777
LOC413794	GO:0003697,GO:0003723,GO:0005634,GO:0005737,GO:0016070,GO:0043565
LOC413795	GO:0005868,GO:0042073,GO:0045503,GO:0045504,GO:0097014
LOC413796	GO:0004825,GO:0005524,GO:0005829,GO:0006431,GO:0017101
LOC413799	GO:0005743,GO:0005744,GO:0008320,GO:0030150
LOC413802	GO:0007030,GO:0010008,GO:0019894,GO:0032418,GO:0032880,GO:1903527
LOC413805	GO:0000495,GO:0003723,GO:0009982,GO:0031118,GO:0031120,GO:0031429,GO:1990481
LOC413807	GO:0003677,GO:0003689,GO:0005524,GO:0005634,GO:0005663,GO:0006260,GO:0006281,GO:0016887
LOC413809	GO:0000287,GO:0004709,GO:0005524,GO:0006468,GO:0007254,GO:0043123
LOC413810	GO:0004326,GO:0005524,GO:0005737,GO:0005739,GO:0005829,GO:0046901
LOC413812	GO:0005515,GO:0007165
LOC413813	GO:0004843,GO:0005737,GO:0006511,GO:0016579
LOC413814	GO:0003729,GO:0005515,GO:0006357,GO:0006368,GO:0032044,GO:0032784,GO:0140673
LOC413815	GO:0003723,GO:0006396,GO:0016779
LOC413816	GO:0015116,GO:0016020,GO:0055085
LOC413817	GO:0005634,GO:0005737,GO:0008440,GO:0032958,GO:0051765
LOC413821	GO:0000122,GO:0070822
LOC413825	GO:0003729,GO:0004521,GO:0005634,GO:0036464,GO:0046872
LOC413827	GO:0003924,GO:0005525,GO:0005768,GO:0005886,GO:0008021,GO:0035556,GO:0072659
LOC413829	GO:0005886,GO:0007166,GO:0007188,GO:0008036,GO:0008528,GO:0017046
LOC413831	GO:0005515,GO:0005886,GO:0006897,GO:0016197,GO:0031410,GO:0035091,GO:0097320
LOC413833	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC413834	GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0007163
LOC413835	GO:0000398,GO:0003723,GO:0016607
LOC413837	GO:0003777,GO:0005524,GO:0007018,GO:0008017
LOC413840	GO:0016020,GO:0022857,GO:0055085
LOC413842	GO:0000398,GO:0005681,GO:0030628,GO:0046872,GO:0089701
LOC413844	GO:0005524,GO:0005886,GO:0016887,GO:0140359
LOC413845	GO:0005741,GO:0005742,GO:0006605,GO:0008320,GO:0016031,GO:0030150,GO:0030943
LOC413852	GO:0006139,GO:0016811,GO:0047710
LOC413854	GO:0015012,GO:0016020,GO:0030158,GO:0050650
LOC413855	GO:0005096,GO:0005737,GO:0007165,GO:0051056
LOC413867	GO:0004801,GO:0005622,GO:0005737,GO:0005975,GO:0006098,GO:0009052
LOC413868	GO:0003723,GO:0003735,GO:0006412,GO:0015934
LOC413870	GO:0000978,GO:0001228,GO:0005634,GO:0006357
LOC413874	GO:0003676,GO:0003724,GO:0005524,GO:0005634,GO:0042254
LOC413875	GO:0002181,GO:0003735,GO:0005840,GO:0022625
LOC413877	GO:0000339,GO:0005846,GO:0045292
LOC413878	GO:0005739,GO:0030956,GO:0032543,GO:0050567,GO:0070681
LOC413879	GO:0005739,GO:0008444,GO:0032049
LOC413880	GO:0005052,GO:0005515,GO:0005778,GO:0005829,GO:0016560
LOC413881	GO:0006886,GO:0006896,GO:0030117,GO:0030123,GO:0043231
LOC413884	GO:0003735,GO:0005634,GO:0005737,GO:0005840,GO:0006412,GO:0016567,GO:0019941,GO:0031386,GO:0031625
LOC413885	GO:0005829,GO:0006545,GO:0006567,GO:0008732
LOC413889	GO:0000049,GO:0002143,GO:0002144,GO:0005739
LOC413891	GO:0005747,GO:0006120,GO:0008137,GO:0048038,GO:0051287
LOC413892	GO:0005515,GO:0005634,GO:0005737,GO:2000812
LOC413895	GO:0005024,GO:0005524,GO:0005886,GO:0006468,GO:0030509,GO:0043235,GO:0071363
LOC413898	GO:0005802,GO:0006888,GO:0016020
LOC413899	GO:0005515,GO:0034464,GO:0036064,GO:0097730,GO:1905515
LOC413900	GO:0005515
LOC413906	GO:0008028,GO:0055085
LOC413908	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC413909	GO:0000049,GO:0004831,GO:0005524,GO:0006437
LOC413912	GO:0005634
LOC413914	GO:0008146,GO:0016020,GO:0016051
LOC413915	GO:0000139,GO:0005484,GO:0005797,GO:0005801,GO:0006888,GO:0006906,GO:0031201
LOC413917	GO:0000026,GO:0005789,GO:0006487
LOC413919	GO:0004888,GO:0007165
LOC413924	GO:0006006,GO:0016620,GO:0050661,GO:0051287
LOC413925	GO:0000976,GO:0005515,GO:0005634,GO:0006357
LOC413926	GO:0005634,GO:0016926,GO:0016929
LOC413928	GO:0003729,GO:0003735,GO:0005762,GO:0005840,GO:0006412,GO:0017148
LOC413929	GO:0005634,GO:0005737,GO:0008198,GO:0018401,GO:0031418,GO:0031545,GO:0071456
LOC413930	GO:0005515,GO:0005879,GO:0030992,GO:0042073,GO:0120170
LOC413933	GO:0000287,GO:0044715,GO:0044716
LOC413934	GO:0015116,GO:0016020,GO:0055085
LOC413935	GO:0030515,GO:0031428,GO:0032040
LOC413940	GO:0005635,GO:0005829,GO:0006606,GO:0031267
LOC413943	GO:0003747,GO:0003924,GO:0005525,GO:0006412,GO:0018444
LOC413944	GO:0000175,GO:0000176,GO:0000177,GO:0003723,GO:0004519,GO:0016075
LOC413946	GO:0000978,GO:0000981,GO:0030154,GO:0042826,GO:0045944,GO:0046983
LOC413947	GO:0005261,GO:0005524,GO:0006811,GO:0016020,GO:0016887,GO:0055085,GO:0140359
LOC413948	GO:0005634,GO:0015630,GO:0060271,GO:0060294
LOC413950	GO:0004596,GO:0005515,GO:0005737,GO:0017196,GO:0031416
LOC413955	GO:0005515
LOC413957	GO:0005515,GO:0032008
LOC413958	GO:0005737,GO:0016651,GO:0050660,GO:0051537
LOC413959	GO:0005524,GO:0016020,GO:0016887,GO:0055085,GO:0140359
LOC413963	GO:0000398,GO:0003723,GO:0005634,GO:0005681,GO:0008270
LOC413964	GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0007095,GO:0035861
LOC413966	GO:0005524,GO:0008017,GO:0008568,GO:0015630,GO:0016887,GO:0051013
LOC413968	GO:0003677,GO:0005515,GO:0005886,GO:0008270,GO:0099536
LOC413971	GO:0000932,GO:0005515,GO:0005829,GO:0022008
LOC413973	GO:0000226,GO:0005929,GO:0015631,GO:0018095,GO:0070740
LOC413976	GO:0000839,GO:0005789,GO:0030433,GO:0030968,GO:0051787,GO:1990381
LOC413977	GO:0001540,GO:0005509,GO:0007156,GO:0009986,GO:0019894,GO:0042988,GO:0045211,GO:0050806,GO:0051965
LOC413980	GO:0004866,GO:0005515,GO:0005576,GO:0005615
LOC413984	GO:0000122,GO:0035102,GO:0036353,GO:1990841
LOC413987	GO:0005794
LOC413989	GO:0003735,GO:0005762
LOC413994	GO:0006813,GO:0045211,GO:0055085,GO:0060072
LOC413995	GO:0005044,GO:0005737,GO:0016020
LOC413997	GO:0005741
LOC413998	GO:0031901,GO:0046872
LOC414001	GO:0004484,GO:0005515,GO:0005524,GO:0006370,GO:0006470,GO:0016791
LOC414002	GO:0005507,GO:0005886,GO:0006826,GO:0016491
LOC414004	GO:0001732,GO:0002188,GO:0003729,GO:0003743,GO:0043614,GO:0071540,GO:0071541
LOC414008	GO:0004748,GO:0005829,GO:0009263
LOC414009	GO:0003725,GO:0020037,GO:0031053,GO:0042802,GO:0070877,GO:0070878
LOC414011	GO:0005313,GO:0015183,GO:0015810,GO:0015813,GO:0043490
LOC414012	GO:0005794,GO:0006814,GO:0006885,GO:0015385,GO:0016020,GO:1902600
LOC414014	GO:0003676
LOC414015	GO:0017124
LOC414017	GO:0005737,GO:0005813,GO:0008017,GO:0030705,GO:0031122,GO:0051959
LOC414021	GO:0004115,GO:0019933
LOC414022	GO:0005654
LOC414025	GO:0043005
LOC414027	GO:0004596,GO:0017196,GO:0031416
LOC414028	GO:0015031,GO:0035091
LOC414029	GO:0005319,GO:0005524,GO:0006869,GO:0016020,GO:0016887,GO:0043231,GO:0055085,GO:0140359
LOC414032	GO:0000226,GO:0005929,GO:0015631,GO:0018095,GO:0070740
LOC414033	GO:0005829,GO:0006777,GO:0019008,GO:0030366
LOC414035	GO:0043005
LOC414036	GO:0005515
LOC414037	GO:0005109,GO:0005125,GO:0005576,GO:0005615,GO:0007275,GO:0030182,GO:0045165,GO:0060070
LOC414038	GO:0005739
LOC414039	GO:0000387,GO:0003723,GO:0005682,GO:0005685,GO:0005686,GO:0008380,GO:0046540,GO:0071011,GO:0071013
LOC414043	GO:0005515
LOC414048	GO:0000462,GO:0000479,GO:0003924,GO:0005525,GO:0005634,GO:0030686,GO:0034511,GO:0042254
LOC414051	GO:0005524,GO:0005886,GO:0016887,GO:0140359
LOC494509	GO:0005381,GO:0005384,GO:0010042,GO:0015086,GO:0016324,GO:0030001,GO:0055071
LOC550645	GO:0000978,GO:0000981,GO:0006357,GO:0046983
LOC550651	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0022627
LOC550655	GO:0030833,GO:0031267
LOC550656	GO:0000243,GO:0005634,GO:0006397,GO:0008187,GO:0016607,GO:0030628,GO:0071004,GO:0089701
LOC550659	GO:0005886,GO:0033211,GO:0038023
LOC550663	GO:0016616,GO:0050661,GO:0051287
LOC550664	GO:0016579,GO:0101005
LOC550665	GO:0005672,GO:0006367,GO:0016251,GO:0017025,GO:0051123
LOC550667	GO:0005749,GO:0006099,GO:0006121,GO:0008177,GO:0009055,GO:0050660
LOC550671	GO:0004252,GO:0006508
LOC550673	GO:0003938,GO:0005737,GO:0006183
LOC550684	GO:0000139
LOC550685	GO:0005515
LOC550686	GO:0003878,GO:0005829,GO:0006085,GO:0006099,GO:0006101,GO:0006633
LOC550687	GO:0004029
LOC550689	GO:0061630
LOC550691	GO:0005886,GO:0006820,GO:0022857,GO:0055085
LOC550692	GO:0003677,GO:0006352,GO:0016251
LOC550694	GO:0005524,GO:0005832,GO:0006457,GO:0016887,GO:0051082,GO:0140662
LOC550695	GO:0004095,GO:0005739,GO:0006631,GO:0009437
LOC550698	GO:0000079,GO:0005886,GO:0019901,GO:0060828,GO:0061575
LOC550700	GO:0000938,GO:0042147
LOC550701	GO:0003755,GO:0005515
LOC550703	GO:0004140,GO:0005524,GO:0015937
LOC550706	GO:0005516,GO:0005964,GO:0005977
LOC550708	GO:0004842,GO:0005515,GO:0005737,GO:0008270,GO:0016567
LOC550710	GO:0000278,GO:0004722,GO:0005829,GO:0070262
LOC550711	GO:0000027,GO:0002181,GO:0003735,GO:0022625,GO:0042254,GO:0070180
LOC550715	GO:0003735,GO:0005840,GO:0006412,GO:0022625,GO:0070180
LOC550716	GO:0005198,GO:0005938,GO:0006886,GO:0006898,GO:0030130,GO:0030132,GO:0032051,GO:0045334,GO:0071439
LOC550724	GO:0004420,GO:0005515,GO:0005778,GO:0005789,GO:0008299,GO:0015936,GO:0016126,GO:0050661
LOC550726	GO:0000151,GO:0031624,GO:0032182,GO:0045116,GO:0051443,GO:0097602
LOC550732	GO:0005515
LOC550735	GO:0004252,GO:0006508
LOC550738	GO:0005783,GO:0005794,GO:0006511,GO:0007034,GO:0030001,GO:0031398,GO:0048471,GO:0050699
LOC550739	GO:0004672,GO:0005515,GO:0005524,GO:0006468
LOC550745	GO:0004839,GO:0005634,GO:0005737,GO:0006511,GO:0006974,GO:0016567,GO:0019781,GO:0045116
LOC550748	GO:0005096,GO:0046872
LOC550749	GO:0004329,GO:0004477,GO:0004488,GO:0005524,GO:0005829,GO:0035999
LOC550767	GO:0004751,GO:0006014,GO:0009052,GO:0043231
LOC550780	GO:0005737,GO:0006480,GO:0071885
LOC550785	GO:0004332,GO:0005829,GO:0006096,GO:0030388
LOC550789	GO:0008270,GO:0008898,GO:0009086,GO:0033528
LOC550791	GO:0001664,GO:0002031,GO:0005737,GO:0007165
LOC550794	GO:0005524,GO:0008540,GO:0016887,GO:0036402,GO:0043161
LOC550798	GO:0000139,GO:0005537,GO:0005789,GO:0005793,GO:0006888,GO:0007029,GO:0007030,GO:0030134
LOC550801	GO:0003723,GO:0003724,GO:0005524,GO:0005634,GO:0005737,GO:1990904
LOC550804	GO:0004802,GO:0030976
LOC550806	GO:0005198,GO:0005515,GO:0006886,GO:0006888,GO:0006890,GO:0006891,GO:0030126
LOC550808	GO:0003723,GO:0005515,GO:0005730,GO:0045943,GO:2000234
LOC550811	GO:0000076,GO:0003677,GO:0006281,GO:0031298,GO:0043111
LOC550814	GO:0005634,GO:0006357,GO:0016573,GO:0035267
LOC550818	GO:0001664,GO:0003924,GO:0005834,GO:0007188,GO:0019001,GO:0031683,GO:0060158
LOC550822	GO:0003676,GO:0006139,GO:0008408
LOC550824	GO:0000785,GO:0003682,GO:0005634,GO:0006334,GO:0042393
LOC550827	GO:0000226,GO:0000278,GO:0005200,GO:0005525,GO:0005737,GO:0005874
LOC550828	GO:0005789,GO:0009922,GO:0019367,GO:0030148,GO:0034625,GO:0034626,GO:0042761
LOC550829	GO:0001055,GO:0003677,GO:0005665,GO:0006366
LOC550834	GO:0005634,GO:0016925,GO:0031386,GO:0044389
LOC550854	GO:0005737
LOC550857	GO:0005515
LOC550858	GO:0000398,GO:0005689,GO:0030626,GO:0097157
LOC550865	GO:0005515,GO:0098609
LOC550869	GO:0005539,GO:0008449,GO:0030203
LOC550870	GO:0001784
LOC550875	GO:0003677,GO:0005634
LOC550881	GO:0000978,GO:0003712,GO:0006357,GO:0016592,GO:0070847
LOC550884	GO:0006027,GO:0016250,GO:0030200
LOC550885	GO:0004516,GO:0009435
LOC550886	GO:0003924,GO:0005525,GO:0007029,GO:0051260
LOC550895	GO:0000439,GO:0005675,GO:0006289,GO:0006360,GO:0006366
LOC550899	GO:0002028,GO:0003352,GO:0017080
LOC550901	GO:0006482,GO:0051723
LOC550903	GO:0004814,GO:0005524,GO:0005737,GO:0006420
LOC550915	GO:0005743,GO:0006811,GO:0015075,GO:0022889,GO:0140300
LOC550918	GO:0005524,GO:0005886,GO:0016887,GO:0140359
LOC550920	GO:0005515,GO:0051301
LOC550921	GO:0005515
LOC550924	GO:0003729,GO:0005847,GO:0031124
LOC550926	GO:0004615,GO:0005829,GO:0006013,GO:0006487,GO:0009298
LOC550929	GO:0000422,GO:0004674,GO:0005524,GO:0005739,GO:0006468,GO:0042981,GO:0090141
LOC550930	GO:0005524,GO:0005886,GO:0006468,GO:0007399,GO:0016361,GO:0032924,GO:0048179,GO:0048185,GO:0071363
LOC550935	GO:0000398,GO:0005515,GO:0005634,GO:0005686,GO:0030620
LOC550940	GO:0000390,GO:0000398,GO:0003723,GO:0003724,GO:0005524,GO:0005622,GO:0071013
LOC550941	GO:0005524,GO:0016020,GO:0016887,GO:0140359
LOC550948	GO:0007007,GO:0031966,GO:0035965,GO:0047184
LOC550955	GO:0061929
LOC550956	GO:0047453,GO:0110051
LOC550962	GO:0003677,GO:0005634,GO:0006298,GO:0006310,GO:0017108,GO:0035312,GO:0046872
LOC550964	GO:0001653,GO:0004383,GO:0004672,GO:0005524,GO:0006182,GO:0006468,GO:0007168,GO:0035556
LOC550965	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC550966	GO:0000209,GO:0000413,GO:0003755,GO:0006457,GO:0034450,GO:0071013
LOC550968	GO:0005524,GO:0005743,GO:0006457,GO:0016887,GO:0019901,GO:0051082,GO:0140662
LOC550969	GO:0004674,GO:0005524,GO:0005634,GO:0005829,GO:0006468,GO:0030490,GO:0030688
LOC550970	GO:0005509,GO:0008374
LOC550973	GO:0005509,GO:0005737,GO:0009791,GO:0016460,GO:0032036,GO:0040011
LOC550975	GO:0005789,GO:0006886
LOC550977	GO:0005515,GO:0005634,GO:0006357
LOC550978	GO:0005634
LOC550981	GO:0006886,GO:0006890,GO:0006891,GO:0030126
LOC550984	GO:0005515,GO:0005886
LOC550987	GO:0004382,GO:0005509,GO:0030166,GO:0045134
LOC550989	GO:0005783,GO:0005794,GO:0006612,GO:0016188,GO:0018230,GO:0019706
LOC550991	GO:0000138,GO:0005797,GO:0016020
LOC550992	GO:0004791,GO:0005789,GO:0045454
LOC550996	GO:0005730,GO:0032040,GO:0070181
LOC550998	GO:0008146,GO:0016020,GO:0016051
LOC551005	GO:0001678,GO:0004340,GO:0005524,GO:0005536,GO:0005739,GO:0005829,GO:0006096,GO:0008865,GO:0019158,GO:0051156
LOC551008	GO:0000077,GO:0005634,GO:0006281,GO:0008408,GO:0030896
LOC551009	GO:0005634,GO:0005737,GO:0006974,GO:0016791
LOC551012	GO:0005537,GO:0005802,GO:0007041,GO:0038023
LOC551016	GO:0000027,GO:0005524,GO:0005634,GO:0006364,GO:0016887,GO:0030687
LOC551020	GO:0004722,GO:0006470,GO:0043169
LOC551021	GO:0005515
LOC551028	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC551029	GO:0005634,GO:0006355,GO:0035064
LOC551031	GO:0005576,GO:0008083,GO:0008201,GO:0048332
LOC551033	GO:0000289,GO:0003723,GO:0004535,GO:0005737,GO:0005783
LOC551034	GO:0003924,GO:0005525,GO:0005737,GO:0005802,GO:0006886,GO:0016192,GO:1903292
LOC551039	GO:0004148,GO:0005739,GO:0045252,GO:0050660
LOC551041	GO:0004370,GO:0005739,GO:0006071,GO:0006641,GO:0046167
LOC551042	GO:0005747,GO:0006979
LOC551043	GO:0001664,GO:0002031,GO:0005737,GO:0007165
LOC551044	GO:0016614,GO:0050660
LOC551045	GO:0000932,GO:0003676,GO:0004535,GO:0030014,GO:0030015,GO:0043928
LOC551046	GO:0004888,GO:0005230,GO:0005254,GO:0007165,GO:0007268,GO:0016020,GO:0030594,GO:0042391,GO:0043005,GO:0045202,GO:0050877,GO:1902476
LOC551047	GO:0005515
LOC551053	GO:0016020,GO:0022857,GO:0055085
LOC551055	GO:0004806,GO:0005737,GO:0005811,GO:0016020,GO:0019433,GO:0055088
LOC551057	GO:0000045,GO:0000422,GO:0005737,GO:0006501,GO:0006995,GO:0034045,GO:0034274,GO:0044804
LOC551061	GO:0005524,GO:0016020,GO:0016887,GO:0055085,GO:0140359
LOC551069	GO:0004143,GO:0005509,GO:0005886,GO:0007205,GO:0035556,GO:0046339,GO:0046834
LOC551071	GO:0003677,GO:0005515
LOC551072	GO:0004090
LOC551073	GO:0003697,GO:0005515,GO:0005634,GO:0045944
LOC551078	GO:0003954,GO:0005747,GO:0006120,GO:0016020,GO:0032981,GO:0045272,GO:0051539
LOC551080	GO:0005765,GO:0015184,GO:0015811
LOC551083	GO:0001522,GO:0003723,GO:0006396,GO:0009982
LOC551085	GO:0005930,GO:0030175,GO:0045504
LOC551086	GO:0005515,GO:0005634,GO:0006357
LOC551087	GO:0000028,GO:0000462,GO:0005515,GO:0032040,GO:0034388
LOC551088	GO:0003676,GO:0004816,GO:0005524,GO:0005737,GO:0006421
LOC551090	GO:0006891,GO:0017119
LOC551093	GO:0005524,GO:0005765,GO:0016887,GO:0033180,GO:0046034,GO:0046961,GO:1902600
LOC551097	GO:0000176,GO:0000177,GO:0005730,GO:0016075,GO:0034427,GO:0034475,GO:0071028,GO:0071051
LOC551100	GO:0005515,GO:0005737,GO:0016020,GO:0061024
LOC551101	GO:0000287,GO:0003723,GO:0004826,GO:0005524,GO:0005737,GO:0006432,GO:0009328
LOC551102	GO:0004478,GO:0005524,GO:0005829,GO:0006556
LOC551103	GO:0004739,GO:0006086,GO:0043231
LOC551104	GO:0016491,GO:0032451,GO:0070989
LOC551106	GO:0005737,GO:0061657,GO:1990592
LOC551107	GO:0002181,GO:0003735,GO:0005840,GO:0019843,GO:0022625
LOC551109	GO:0005524,GO:0005634,GO:0005876,GO:0007018,GO:0008017,GO:0008574,GO:0090307
LOC551111	GO:0008289
LOC551113	GO:0003842,GO:0005759,GO:0010133
LOC551114	GO:0106370
LOC551116	GO:0018064,GO:0042038
LOC551119	GO:0005622,GO:0030170
LOC551121	GO:0006508,GO:0070573
LOC551123	GO:0003723,GO:0005737,GO:0005844
LOC551124	GO:0005886,GO:0017147,GO:0035567,GO:0042813,GO:0060070
LOC551125	GO:0003735,GO:0005840,GO:0006412,GO:0022627
LOC551128	GO:0005524,GO:0008540,GO:0016887,GO:0036402,GO:0043161
LOC551131	GO:0003700,GO:0045944,GO:0046983,GO:0090575
LOC551135	GO:0005764,GO:0006886,GO:0016192,GO:0033263
LOC551137	GO:0008506,GO:0016020,GO:0055085
LOC551140	GO:0033565,GO:0035091,GO:0043130,GO:0043328
LOC551143	GO:0004512,GO:0005737,GO:0006021,GO:0008654
LOC551144	GO:0016020
LOC551149	GO:0005509,GO:0016460,GO:0032036
LOC551150	GO:0005654,GO:0006355
LOC551151	GO:0005634,GO:0016973
LOC551153	GO:0003677,GO:0003906,GO:0004519,GO:0005634,GO:0006284,GO:0008081,GO:0008311
LOC551154	GO:0004347,GO:0005829,GO:0006094,GO:0006096,GO:0048029,GO:0051156,GO:0097367
LOC551156	GO:0008308,GO:0032580,GO:0051452
LOC551157	GO:0005737,GO:0005854,GO:0006612,GO:0051082
LOC551158	GO:0003735,GO:0005763,GO:0005840,GO:0032543
LOC551163	GO:0016020
LOC551165	GO:0005243,GO:0005886,GO:0005921,GO:0007602
LOC551167	GO:0005524,GO:0016020,GO:0016887,GO:0055085,GO:0140359
LOC551168	GO:0005515,GO:0098609
LOC551169	GO:0006099,GO:0009055,GO:0009060,GO:0022904,GO:0031966,GO:0051537
LOC551170	GO:0005509,GO:0005576,GO:0005634,GO:0008270,GO:0030414
LOC551171	GO:0005737,GO:0016020
LOC551173	GO:0000340,GO:0003743,GO:0006413,GO:0016281
LOC551174	GO:0003712,GO:0006357,GO:0008270,GO:0016925,GO:0061665
LOC551176	GO:0000281
LOC551177	GO:0000398,GO:0003729,GO:0005689,GO:0017069,GO:0071011
LOC551178	GO:0005739,GO:0090141
LOC551179	GO:0005506,GO:0005737,GO:0006082,GO:0006805,GO:0016712,GO:0020037,GO:0043231
LOC551180	GO:0005737,GO:0006508,GO:0008270,GO:0042277,GO:0043171,GO:0070006
LOC551182	GO:0004430,GO:0005737,GO:0005886,GO:0046854,GO:0048015
LOC551184	GO:0003723,GO:0003743,GO:0005852,GO:0006413,GO:0031369
LOC551185	GO:0003746,GO:0003924,GO:0005525,GO:0006414
LOC551188	GO:0046982
LOC551189	GO:0004161,GO:0004337,GO:0005737,GO:0045337
LOC551191	GO:0000398,GO:0005684,GO:0071014
LOC551194	GO:0005886,GO:0006751,GO:0036374
LOC551197	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC551198	GO:0001558,GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0030010,GO:0030295,GO:0035556,GO:0042593
LOC551200	GO:0005684,GO:0071014
LOC551201	GO:0050821,GO:0051087
LOC551202	GO:0005814,GO:0005929,GO:0030992,GO:0042073,GO:0060271
